residual_id,expression_id,canonical_statement_id,reason,expression_text,source_count,created_at
RDA-000133,PEL-000372,CGS-000372,no_recursive_refinement_match,"Dawson Jenny Clark, REM Environmental Project Manager Associate Environmental Principal bdawson@ecslimited.com jclark@ecslimited.com 910-686-9114 404-640-9257 6714 Netherlands Drive, Wilmington, North Carolina 28405 • T:910-686-9114",1,2026-06-26 16:59:32
RDA-000134,PEL-000373,CGS-000373,no_recursive_refinement_match,"This is a combined synopsis/solicitation for commercial services prepared in accordance with the format in FAR Subpart 12.6, Streamlined Procedures for Evaluation and Solicitation for Commercial Products and Commercial Services as supplemented with additional information included in this notice.",1,2026-06-26 16:59:32
RDA-000135,PEL-000374,CGS-000374,no_recursive_refinement_match,"This is an unrestricted requirement under NAICS Code 423930, Recyclable Materials Services.",1,2026-06-26 16:59:32
RDA-000136,PEL-000376,CGS-000376,no_recursive_refinement_match,The National Archives and Records Administration (NARA) has a requirement for off-site commercial secure document destruction for various Federal Records Centers (see attachment 1).,2,2026-06-26 16:59:32
RDA-000137,PEL-000377,CGS-000377,no_recursive_refinement_match,Transportation shall be Contractor provided (but contractor provided must be no cost to NARA).,1,2026-06-26 16:59:32
RDA-000138,PEL-000379,CGS-000379,no_recursive_refinement_match,"Washington Counties of King and Snohomish ___ **Fringe Benefits Required Follow the Occupational Listing** OCCUPATION CODE - TITLE FOOTNOTE RATE 01000 - Administrative Support And Clerical Occupations 01011 - Accounting Clerk I 22.36 01012 - Accounting Clerk II 25.09 01013 - Accounting Clerk III 28.07 01020 - Administrative Assistant 39.00 01035 - Court Reporter 30.10 01041 - Customer Service Representative I 20.05 01042 - Customer Service Representative II 21.88 01043 - Customer Service Representative III 24.56 01051 - Data Entry Operator I 20.28 01052 - Data Entry Operator II 22.13 01060 - Dispatcher, Motor Vehicle 28.38 01070 - Document Preparation Clerk 21.80 01090 - Duplicating Machine Operator 21.80 01111 - General Clerk I 21.05 01112 - General Clerk II 22.98 01113 - General Clerk III 25.79 01120 - Housing Referr",2,2026-06-26 16:59:32
RDA-000139,PEL-000380,CGS-000380,no_recursive_refinement_match,"California Counties of Riverside and San Bernardino ___ **Fringe Benefits Required Follow the Occupational Listing** OCCUPATION CODE - TITLE FOOTNOTE RATE 01000 - Administrative Support And Clerical Occupations 01011 - Accounting Clerk I 19.89 01012 - Accounting Clerk II 22.32 01013 - Accounting Clerk III 24.97 01020 - Administrative Assistant 36.74 01035 - Court Reporter 51.68 01041 - Customer Service Representative I 17.81 01042 - Customer Service Representative II 19.44 01043 - Customer Service Representative III 21.82 01051 - Data Entry Operator I 19.50 01052 - Data Entry Operator II 21.28 01060 - Dispatcher, Motor Vehicle 23.57 01070 - Document Preparation Clerk 21.55 01090 - Duplicating Machine Operator 21.55 01111 - General Clerk I 17.92 01112 - General Clerk II 19.56 01113 - General Clerk III 21.95 01120 - Hous",4,2026-06-26 16:59:32
RDA-000140,PEL-000381,CGS-000381,no_recursive_refinement_match,"Illinois Counties of Cook, Du Page and McHenry ___ **Fringe Benefits Required Follow the Occupational Listing** OCCUPATION CODE - TITLE FOOTNOTE RATE 01000 - Administrative Support And Clerical Occupations 01011 - Accounting Clerk I 19.30 01012 - Accounting Clerk II 21.66 01013 - Accounting Clerk III 24.23 01020 - Administrative Assistant 37.66 01035 - Court Reporter 33.31 01041 - Customer Service Representative I 17.99 01042 - Customer Service Representative II 19.63 01043 - Customer Service Representative III 22.03 01051 - Data Entry Operator I 18.06 01052 - Data Entry Operator II 19.71 01060 - Dispatcher, Motor Vehicle 29.26 01070 - Document Preparation Clerk 21.29 01090 - Duplicating Machine Operator 21.29 01111 - General Clerk I 17.84 01112 - General Clerk II 19.47 01113 - General Clerk III 21.85 01120 - Housing Ref",2,2026-06-26 16:59:32
RDA-000141,PEL-000382,CGS-000382,no_recursive_refinement_match,"Colorado Counties of Adams, Arapahoe, Broomfield, Clear Creek, Denver, Douglas, Elbert, Gilpin, Jefferson and Park ___ **Fringe Benefits Required Follow the Occupational Listing** OCCUPATION CODE - TITLE FOOTNOTE RATE 01000 - Administrative Support And Clerical Occupations 01011 - Accounting Clerk I 22.19 01012 - Accounting Clerk II 24.91 01013 - Accounting Clerk III 27.86 01020 - Administrative Assistant 31.69 01035 - Court Reporter 36.35 01041 - Customer Service Representative I 18.56 01042 - Customer Service Representative II 20.26 01043 - Customer Service Representative III 22.74 01051 - Data Entry Operator I 21.42 01052 - Data Entry Operator II 23.38 01060 - Dispatcher, Motor Vehicle 25.29 01070 - Document Preparation Clerk 22.38 01090 - Duplicating Machine Operator 22.38 01111 - General Clerk I 22.31 01112 - Genera",2,2026-06-26 16:59:32
RDA-000142,PEL-000383,CGS-000383,no_recursive_refinement_match,"Massachusetts Counties of Essex, Middlesex, Norfolk, Plymouth and Suffolk ___ **Fringe Benefits Required Follow the Occupational Listing** OCCUPATION CODE - TITLE FOOTNOTE RATE 01000 -",1,2026-06-26 16:59:32
RDA-000143,PEL-000386,CGS-000386,no_recursive_refinement_match,ORNL is reques*ng a quote for the same or domes*c equivalent of an EcoStruxure Panel Server Wired by Design (a universal concentrator Modbus gateway).,1,2026-06-26 16:59:32
RDA-000144,PEL-000388,CGS-000388,no_recursive_refinement_match,"ISSUED BY CODE JCAS 7.ADMINISTERED BY (If other than Item 6)CODE US Department of Labor Job Corps Acquisition Services 200 Constitution Ave, NW N-4643 Washington DC 20210 8.",2,2026-06-26 16:59:32
RDA-000145,PEL-000390,CGS-000390,no_recursive_refinement_match,"If yes, could you please provide us with their award number or even if the customer bought similar services in the past Response:",1,2026-06-26 16:59:32
RDA-000146,PEL-000391,CGS-000391,no_recursive_refinement_match,Is a site visit mandatory or a requirement for proposal submission or award consideration.,1,2026-06-26 16:59:32
RDA-000147,PEL-000392,CGS-000392,no_recursive_refinement_match,"No, attendance at the site visit is optional and is not a requirement for proposal submission or award consideration.",1,2026-06-26 16:59:32
RDA-000148,PEL-000393,CGS-000393,no_recursive_refinement_match,Offerors who did not attend the site visit may still submit a quotation and will be considered for award in accordance with the terms and conditions of the solicitation.,1,2026-06-26 16:59:32
RDA-000149,PEL-000395,CGS-000395,no_recursive_refinement_match,"No, the requirement will be solicited and awarded as one (1) small business set-aside.",1,2026-06-26 16:59:32
RDA-000150,PEL-000398,CGS-000398,no_recursive_refinement_match,"If you are unable to quote, please ISSUING OFFICE IN BLOCK 5a ON OR so indicate on this form and return it to the address in Block 5a.",1,2026-06-26 16:59:32
RDA-000151,PEL-000399,CGS-000399,no_recursive_refinement_match,This request does not commit the Government to pay any BEFORE CLOSE OF BUSINESS (Date) costs incurred in the preparation of the submission of this quotation or to contract for supplies or service.,1,2026-06-26 16:59:32
RDA-000152,PEL-000404,CGS-000404,no_recursive_refinement_match,"Georgia Counties of Barrow, Bartow, Butts, Carroll, Cherokee, Clayton, Cobb, Coweta, Dawson, Douglas, Fayette, Forsyth, Fulton, Gwinnett, Haralson, Henry, Morgan, Newton, Paulding, Pickens, Rockdale, Spalding and Walton ___ **Fringe Benefits Required Follow the Occupational Listing** OCCUPATION CODE - TITLE FOOTNOTE RATE 01000 - Administrative Support And Clerical Occupations 01011 - Accounting Clerk I 19.11 01012 - Accounting Clerk II 21.45 01013 - Accounting Clerk III 23.99 01020 - Administrative Assistant 35.34 01035 - Court Reporter 32.33 01041 - Customer Service Representative I 16.61 01042 - Customer Service Representative II 18.13 01043 - Customer Service Representative III 20.35 01051 - Data Entry Operator I 17.87 01052 - Data Entry Operator II 19.50 01060 - Dispatcher, Motor Vehicle 23.38 01070 - Document Preparation Clerk 18.35 01090 -",2,2026-06-26 16:59:32
