discovery_id,expression_id,canonical_statement_id,reason,suggested_family,status,expression_text,created_at
PELDISC-000126,PEL-000204,CGS-000204,no_expression_family_match,,needs_review,"The specifications and documents shall not be copied, and unless otherwise permitted by the Contracting Officer, shall be returned in their entirety to the Portsmouth Naval Shipyard upon completion of the contract.",2026-06-26 09:36:38
PELDISC-000127,PEL-000205,CGS-000205,no_expression_family_match,,needs_review,REQUEST FOR QUOTATION SPMYM326Q1134 ** THIS IS NOT AN ORDER ** PLEASE PROVIDE DELIVERED PRICES (FOB DESTINATION) REFERENCE/PR:,2026-06-26 09:36:38
PELDISC-000128,PEL-000207,CGS-000207,no_expression_family_match,,needs_review,"As used in this provision, ""covered telecommunications equipment or services"" and ""reasonable inquiry"" have the meaning provided in the clause 52.204-25, Prohibition on Contracting for Certain Telecommunications and Video Surveillance Services or Equipment.",2026-06-26 09:36:38
PELDISC-000129,PEL-000209,CGS-000209,no_expression_family_match,,needs_review,"The Offeror represents that it [__] does, [__] does not provide covered telecommunications equipment or services as a part of its offered products or services to the Government in the performance of any contract, subcontract, or other contractual instrument.",2026-06-26 09:36:38
PELDISC-000130,PEL-000210,CGS-000210,no_expression_family_match,,needs_review,"(End of provision) 52.204-24 REPRESENTATION REGARDING CERTAIN TELECOMMUNICATIONS AND VIDEO SURVEILLANCE SERVICES OR EQUIPMENT (NOV 2021) {MUST BE FILLED IN, if ""does"" in 52.204-26} The Offeror shall not complete the representation at paragraph (d)(",2026-06-26 09:36:38
PELDISC-000131,PEL-000211,CGS-000211,no_expression_family_match,,needs_review,It is neither a solicitation announcement nor a request for proposals or quotes and does not obligate the Government to award a contract.,2026-06-26 09:36:38
PELDISC-000132,PEL-000213,CGS-000213,no_expression_family_match,,needs_review,Unrestricted - no set-aside Responses to this notice shall include the following:,2026-06-26 09:36:38
PELDISC-000133,PEL-000215,CGS-000215,no_expression_family_match,,needs_review,REQUISITION/PURCHASE NUMBER SEALED BID (IFB) INVITATION FOR BID NEGOTIATED (RFP) REQUEST FOR PROPOSAL 7.,2026-06-26 09:36:38
PELDISC-000134,PEL-000216,CGS-000216,no_expression_family_match,,needs_review,"Sealed offers in original and copies for furnishings the supplies or services in the Schedule will be received at the place specified in item 8, or if hand carried, in the depository located in until local time (Hour) (Date) CAUTION - LATE Submissions, Modifications, and Withdrawals:",2026-06-26 09:36:38
PELDISC-000135,PEL-000218,CGS-000218,no_expression_family_match,,needs_review,"Summary of Changes - Amendment 09 - Sections L & M and Attachment 0002 Scorecard Section L - Instructions to Offerors • L.2.3.3 QP Submission Vacancy Rate, Time to Fill Rate, Schedule and Completeness:",2026-06-26 09:36:38
PELDISC-000136,PEL-000222,CGS-000222,no_expression_family_match,,needs_review,Appendix A Portal Instructions for Submission of MAPS Proposals Amendment 03 - 22 April 2026 Registration Instructions:,2026-06-26 09:36:38
PELDISC-000137,PEL-000224,CGS-000224,no_expression_family_match,,needs_review,IF NEEDED OFFERORS CAN HAVE ONE (1) ALTERNATE PERSON REGISTER IN THE CASE OF AN EMERGENCY.*** In order to submit a proposal for the MAPS acquisition all Offerors shall register through the following link to create their profiles.,2026-06-26 09:36:38
PELDISC-000138,PEL-000225,CGS-000225,no_expression_family_match,,needs_review,"https://chess.army.mil/proposal/default/index Once you are on the portal home page, in the top right corner there is an icon of a person.",2026-06-26 09:36:38
PELDISC-000139,PEL-000226,CGS-000226,no_expression_family_match,,needs_review,"Once you click register you will be brought to a new page, following the instructions on the page enter all required information.",2026-06-26 09:36:38
PELDISC-000140,PEL-000227,CGS-000227,no_expression_family_match,,needs_review,"1 Enter First Name, Last Name, Email Address, and create a Password Enter the Address and Phone Number of your Company For Service or Agency select Not Applicable Click SUBMIT to create your profile.",2026-06-26 09:36:38
PELDISC-000141,PEL-000228,CGS-000228,no_expression_family_match,,needs_review,In order to access the portal submission page after registration Offerors shall use the same link as above:,2026-06-26 09:36:38
PELDISC-000142,PEL-000230,CGS-000230,no_expression_family_match,,needs_review,"Once you have created your profile, you will now have access to the submission page (please use the following link to access the submission page https://chess.army.mil/proposal/default/index).",2026-06-26 09:36:38
PELDISC-000143,PEL-000233,CGS-000233,no_expression_family_match,,needs_review,LARGE BUSINESS Management and Advisory Services YES SMALL BUSINESS Domain NO COMMERCIAL-SECTOR VENDOR Select your Business Size for this Domain:,2026-06-26 09:36:38
PELDISC-000144,PEL-000234,CGS-000234,no_expression_family_match,,needs_review,Joint Venture/Mentor Protégé Information (if applicable) *If proposing as a JV Offerors shall submit your written agreement with the Cover Letter **If proposing as a Mentor Protégé Offerors shall provide verification of the SBA signed agreement with the Cover Letter Are you proposing as a JV?,2026-06-26 09:36:38
PELDISC-000145,PEL-000236,CGS-000236,no_expression_family_match,,needs_review,"The enterprise must meet the definition of ""Indian Economic Enterprise"" throughout the following time periods:",2026-06-26 09:36:38
PELDISC-000146,PEL-000237,CGS-000237,no_expression_family_match,,needs_review,"At any point during these periods, if the Contractor no longer meets the eligibility requirements, the contractor must provide immediate written notification to the Contracting Officer.",2026-06-26 09:36:38
PELDISC-000147,PEL-000238,CGS-000238,no_expression_family_match,,needs_review,"§ 164.502(e), the Indian Health Service (IHS), as a covered entity, is required to enter into an agreement with a ""business associate,"" as defined by 45 C.F.R.",2026-06-26 09:36:38
PELDISC-000148,PEL-000239,CGS-000239,no_expression_family_match,,needs_review,"§ 160.103, under which the business associate must agree to appropriately safeguard Protected Health Information (PHI) that it will use and disclose when performing functions, activities or services pursuant to its contract with the IHS.",2026-06-26 09:36:38
PELDISC-000149,PEL-000242,CGS-000242,no_expression_family_match,,needs_review,"""Business Associate"" shall generally have the same meaning as the term ""business associate"" at 45 C.F.R.",2026-06-26 09:36:38
PELDISC-000150,PEL-000245,CGS-000245,no_expression_family_match,,needs_review,This performance work statement describes the requirements for non-personal services for a(n) EMERGENCY PHYSICIAN) to support the mission of the Indian Health Service (IHS).,2026-06-26 09:36:38
PELDISC-000151,PEL-000246,CGS-000246,no_expression_family_match,,needs_review,Department of Health and Human Services and is responsible for providing federal health services to American Indians and Alaska Natives.,2026-06-26 09:36:38
PELDISC-000152,PEL-000247,CGS-000247,no_expression_family_match,,needs_review,The IHS is the principal federal health care provider and health advocate for the Indian people.,2026-06-26 09:36:38
PELDISC-000153,PEL-000248,CGS-000248,no_expression_family_match,,needs_review,The IHS currently provides health services to approximately 1.5 million American In,2026-06-26 09:36:38
PELDISC-000154,PEL-000249,CGS-000249,no_expression_family_match,,needs_review,Quotes are being requested and a separate written solicitation will not be issued.,2026-06-26 09:36:38
PELDISC-000155,PEL-000252,CGS-000252,no_expression_family_match,,needs_review,"The period of performance for this requirement will be set up with a base period of 12 continuous months, followed by 2 additional option periods of 12 months each, for a potential total of 36 months of service.",2026-06-26 09:36:38
PELDISC-000156,PEL-000254,CGS-000254,no_expression_family_match,,needs_review,Safety Management Plan ADD YOUR COMPANY NAME AND DATA Project:__ ADD THE NAME OF YOUR PROJECT HERE Location:___ ADD THE PROJECT LOCATION HERE Date:,2026-06-26 09:36:38
PELDISC-000157,PEL-000257,CGS-000257,no_expression_family_match,,needs_review,"The responsibilities and other issues declared in this document will be applied to all the stages of the project, extra or different requirements will be established directly by the Project Manager and/or the POSHO when needed.",2026-06-26 09:36:38
PELDISC-000158,PEL-000259,CGS-000259,no_expression_family_match,,needs_review,The contractor will follow the more restrictive standard between the Safety and Health Requirements Manual established by the US Army Corps of Engineers (http://www.publications.usace.army.mil/Portals/76/Publications/EngineerManuals/EM_385-1-1.pdf) or the Mexican laws on industrial safety as established by the Ministry of Labor as follows:,2026-06-26 09:36:38
PELDISC-000159,PEL-000260,CGS-000260,no_expression_family_match,,needs_review,General Safety Requirements The contractor must demonstrate understanding of his/her responsibilities related to the safety requirements by addressing hazards in preplanning processes and meetings.,2026-06-26 09:36:38
PELDISC-000160,PEL-000262,CGS-000262,no_expression_family_match,,needs_review,"The asset inventory in Attachment B lists only bi-folding gates, control panels, and gate backup UPS units.",2026-06-26 09:36:38
PELDISC-000161,PEL-000263,CGS-000263,no_expression_family_match,,needs_review,"Can the Government please clarify if any generator systems are included under this contract's technical scope, or if these references are administrative errors?",2026-06-26 09:36:38
PELDISC-000162,PEL-000265,CGS-000265,no_expression_family_match,,needs_review,"SBU - CONTRACTING AND ACQUISITIONS 19MX5326Q0043 Anti-climb Bi-folding gates Q8 RFP Section 10 - Software, Licenses and Passwords states that copies of software and licenses needed to control or adjust the module must be given to post.",2026-06-26 09:36:38
PELDISC-000163,PEL-000266,CGS-000266,no_expression_family_match,,needs_review,"Is the contractor expected to purchase new software licenses within the fixed-price base rate, or will the Embassy provide existing proprietary software tools to our technicians on-site?",2026-06-26 09:36:38
PELDISC-000164,PEL-000268,CGS-000268,no_expression_family_match,,needs_review,Embassy in Mexico City requires preventive maintenance services for the Anti-Climb bi-folding gates.,2026-06-26 09:36:38
PELDISC-000165,PEL-000270,CGS-000270,no_expression_family_match,,needs_review,"ADMINISTERED BY CODE United States Embassy Mexico City United States Embassy Mexico City Facility Management Office Facility Management Office Presa Angostura 225, Irrigación, 11500, Presa Angostura 225, Irrigación, 11500, CDMX, Mexico CDMX, Mexico Ciudad de Mexico.",2026-06-26 09:36:38
PELDISC-000166,PEL-000271,CGS-000271,no_expression_family_match,,needs_review,19MX5326Q0043 for Anti-Climb bi-folding gates maintenance The Embassy of the United States of America invites you to submit a quote Anti-Climb bi-folding gates maintenance to be performed at the U.S.,2026-06-26 09:36:38
PELDISC-000167,PEL-000272,CGS-000272,no_expression_family_match,,needs_review,"Your quote must be submitted to the address shown on paragraph 3.3.2.2 - Submission Date and Address under Section 3 of the solicitation document on or before 12:00 hours (noon), Mexico City's local time on Friday, June 19, 2026.",2026-06-26 09:36:38
PELDISC-000168,PEL-000274,CGS-000274,no_expression_family_match,,needs_review,"In order for a quote to be considered, you must also complete and submit the following:",2026-06-26 09:36:38
PELDISC-000169,PEL-000276,CGS-000276,no_expression_family_match,,needs_review,o Base Year pricing (CLINs 001-002) o Option Year 1 pricing (CLINs 101-102) II o Option Year 2 pricing (CLINs 201-202) o Repair labor rates (Section 1.7.1)  Currency clearly identified per Section 1.4  Value Added Tax (VAT) calculated separately if applicable per Section 1.5 The Embassy intends to conduct a site,2026-06-26 09:36:38
PELDISC-000170,PEL-000282,CGS-000282,no_expression_family_match,,needs_review,The government requires material specified and the government will be installing the canopy.,2026-06-26 09:36:38
PELDISC-000171,PEL-000284,CGS-000284,no_expression_family_match,,needs_review,"In Section 1, the requirement states 2 shades of 20' x 25' each (overall 40' x 25'), while Section 9C refers to a 40' x 40' shade.",2026-06-26 09:36:38
PELDISC-000172,PEL-000285,CGS-000285,no_expression_family_match,,needs_review,"2 - 20'x25' or 1 - 40'x25' • Additionally, please let us know whether the specifications are flexible or if they are strict, non-negotiable requirements.",2026-06-26 09:36:38
PELDISC-000173,PEL-000287,CGS-000287,no_expression_family_match,,needs_review,"The specification document references field connections ""indicated on the drawings"".",2026-06-26 09:36:38
PELDISC-000174,PEL-000288,CGS-000288,no_expression_family_match,,needs_review,Can the government provide the official engineering or architectural drawings/schematics for these structures?,2026-06-26 09:36:38
PELDISC-000175,PEL-000289,CGS-000289,no_expression_family_match,,needs_review,"Can you clarify if the government requires a poured-in-place concrete footing below grade for surface mounting, or if a direct-bury method is anticipated?",2026-06-26 09:36:38
PELDISC-000176,PEL-000290,CGS-000290,no_expression_family_match,,needs_review,"If concrete footings are required, please provide the minimum depth and PSI requirements.",2026-06-26 09:36:38
PELDISC-000177,PEL-000291,CGS-000291,no_expression_family_match,,needs_review,The government requires everything specified and the government will be installing the canopy.,2026-06-26 09:36:38
PELDISC-000178,PEL-000292,CGS-000292,no_expression_family_match,,needs_review,"All structural shapes shall be cold formed hss astm a500 grade c, unless otherwise noted, typical mechanical properties for hss products:",2026-06-26 09:36:38
PELDISC-000179,PEL-000294,CGS-000294,no_expression_family_match,,needs_review,All steel tubing shall be triple coated for rust protection using the in-line electroplating Coat process.,2026-06-26 09:36:38
PELDISC-000180,PEL-000295,CGS-000295,no_expression_family_match,,needs_review,Tubing shall be internally coated with zinc and organic coatings to prevent corrosion As manufactured by allied tube & conduit.,2026-06-26 09:36:38
PELDISC-000181,PEL-000296,CGS-000296,no_expression_family_match,,needs_review,"Structural steel shall be detailed, fabricated and erected in accordance with a.i.s.c.",2026-06-26 09:36:38
PELDISC-000182,PEL-000297,CGS-000297,no_expression_family_match,,needs_review,"This is a combined synopsis/solicitation for Shade Structure Canopy in accordance with the format in FAR 12.6, as supplemented with additional information included in this notice.",2026-06-26 09:36:38
PELDISC-000183,PEL-000298,CGS-000298,no_expression_family_match,,needs_review,"The 164th Airlift Wing located at 4593 Swinnea Memphis, TN 38118, is issuing a combined synopsis/solicitation for a single award contract to be prepared in accordance with the format in FAR 12.6, as supplemented with additional information included in this notice.",2026-06-26 09:36:38
PELDISC-000184,PEL-000299,CGS-000299,no_expression_family_match,,needs_review,"The North American Industry Classification System (NAICS) Code for this requirement is 314910 Textile Bag and Canvas Mills, with a Small Business size standard of 500 employees.",2026-06-26 09:36:38
PELDISC-000185,PEL-000300,CGS-000300,no_expression_family_match,,needs_review,This Request for Quote (RFQ) for Shade Structure Canopy is being set aside for Total Small Businesses.,2026-06-26 09:36:38
PELDISC-000186,PEL-000302,CGS-000302,no_expression_family_match,,needs_review,"If you cannot quote all items requested in this RFQ, please submit quote on what you can provide, as it may be considered if government determines best for the government, however it's the government's intent to award to a vendor who can provide all that is requested.",2026-06-26 09:36:38
PELDISC-000187,PEL-000303,CGS-000303,no_expression_family_match,,needs_review,"Meaning, the goal of this solicitation is to find a small business to meet the requirements of the 164th Airlift Wing.",2026-06-26 09:36:38
PELDISC-000188,PEL-000307,CGS-000307,no_expression_family_match,,needs_review,"Statements or comments provided in the questionnaire do not signify an express or implied endorsement of any product, supply, service, or enterprise.",2026-06-26 09:36:38
PELDISC-000189,PEL-000308,CGS-000308,no_expression_family_match,,needs_review,"This information shall not be construed as an endorsement by the Government or its employee(s) of the contractor for advertising purposes or in a manner that implies the contractor, its products, or services, are approved, endorsed, or considered by the Government to be superior to other products or services.",2026-06-26 09:36:38
PELDISC-000190,PEL-000309,CGS-000309,no_expression_family_match,,needs_review,"The contractor shall not be permitted to use any information provided in this questionnaire to publicize, or otherwise circulate, promotional materials that state or imply Governmental, organizational, group, expert, or individual endorsement or consumer testimonial of a product, service, or position which the contractor represents.",2026-06-26 09:36:38
PELDISC-000191,PEL-000310,CGS-000310,no_expression_family_match,,needs_review,"DIAR 1452.203-70 Restriction on Endorsements - Department of the interior (JUL 1996) The Contractor shall not refer to contracts awarded by the Department of the Interior in commercial advertising, as defined in FAR 31.205-1, in a manner which states or implies that the product or service provided is approved or endorsed by the Government or is considered by the Government to be superior to other products or services.",2026-06-26 09:36:38
PELDISC-000192,PEL-000311,CGS-000311,no_expression_family_match,,needs_review,"ISSUED BY CODE PNN 7.ADMINISTERED BY (If other than Item 6)CODE NPS, NER - NE MABO Boston National Historical Park Charlestown Navy Yard Building I-1 Boston MA 02129-4543 8.",2026-06-26 09:36:38
PELDISC-000193,PEL-000315,CGS-000315,no_expression_family_match,,needs_review,"DATE ISSUED PAGE OF PAGES AND AWARD 140P4326R0013 SEALED BID (IFB) INVITATION FOR BID 05/15/2026 1 55 (Construction, Alteration, or Repair) NEGOTIATED (RFP) REQUEST FOR PROPOSAL IMPORTANT - The ""offer"" section on the reverse must be fully completed by offeror.",2026-06-26 09:36:38
PELDISC-000194,PEL-000316,CGS-000316,no_expression_family_match,,needs_review,(Include area code) (NO COLLECT CALLS) INFORMATION CALL Samuel McKenzie 0000000000 SOLICITATION NOTE:,2026-06-26 09:36:38
PELDISC-000195,PEL-000317,CGS-000317,no_expression_family_match,,needs_review,"THE GOVERNMENT REQUIRES PERFORMANCE OF THE WORK DESCRIBED IN THESE DOCUMENTS (Title, identifying number, date) The National Park Service, Northeast Region, New England Major Acquisition Buying Office, is issuing this Request for Proposal (RFP) for a construction requirement at George Washington Birthplace National Monument at Colonial Beach, Virginia.",2026-06-26 09:36:38
PELDISC-000196,PEL-000318,CGS-000318,no_expression_family_match,,needs_review,Detailed Specifications and Drawings and are provided with final solicitation documents.,2026-06-26 09:36:38
PELDISC-000197,PEL-000319,CGS-000319,no_expression_family_match,,needs_review,This requirement is being solicited as a Service-Disabled Veteran-Owned Small Business,2026-06-26 09:36:38
PELDISC-000198,PEL-000321,CGS-000321,no_expression_family_match,,needs_review,"Please provide any available testing data, commissioning reports, or historical maintenance records for the existing geothermal well field.",2026-06-26 09:36:38
PELDISC-000199,PEL-000322,CGS-000322,no_expression_family_match,,needs_review,MBH THOUSAND BRITISH THERMAL ROUND RETURN OR AAV AUTOMATIC AIR VENT UNITS PER HOUR ROUND SUPPLY EXHAUST BALL VALVE AC AIR CONDITIONING MCA MINIMUM CIRCUIT AMPS 2.,2026-06-26 09:36:38
PELDISC-000200,PEL-000326,CGS-000326,no_expression_family_match,,needs_review,ORNL is reques*ng a quote for the same or domes*c equivalent of an EcoStruxure Panel Server Advanced (EnerlinX Series).,2026-06-26 09:36:38
PELDISC-000201,PEL-000334,CGS-000334,no_expression_family_match,,needs_review,"In the event of a conflict between the version or date of a clause set forth in this document and the version or date of a clause set forth in the identified Terms and Condition, the version or date of the clauses set forth in this document shall take precedence.",2026-06-26 09:36:38
PELDISC-000202,PEL-000335,CGS-000335,no_expression_family_match,,needs_review,"This document includes clauses that flow-down ORNL's mandatory US Government regulatory and customer obligations as defined in its contract with DOE to manage and operate Oak Ridge National Laboratory, Contract No.",2026-06-26 09:36:38
PELDISC-000203,PEL-000336,CGS-000336,no_expression_family_match,,needs_review,"To the extent that any clause included in this document is inapplicable to the performance of this contract, the parties shall consider such clauses to be self-deleting and shall not impose any obligations upon the Seller.",2026-06-26 09:36:38
PELDISC-000204,PEL-000339,CGS-000339,no_expression_family_match,,needs_review,"DEFINITIONS Unless otherwise indicated, the following terms shall have the meanings below:",2026-06-26 09:36:38
PELDISC-000205,PEL-000341,CGS-000341,no_expression_family_match,,needs_review,"(d) Agreement means Purchase Order, Subcontract, Price Agreement or any supplement and/or modification thereof.",2026-06-26 09:36:38
PELDISC-000206,PEL-000342,CGS-000342,no_expression_family_match,,needs_review,"RESOLUTION OF DISPUTES The parties agree that substantive issues presented for mediation, arbitration, dispute, claim, litigation, or other effort at resolution shall be determined in accordance with Federal law.",2026-06-26 09:36:38
PELDISC-000207,PEL-000345,CGS-000345,no_expression_family_match,,needs_review,2.1 ORDER OF PRECEDENCE Any inconsistencies between sections of the Agreement shall be resolved in accor,2026-06-26 09:36:38
PELDISC-000208,PEL-000346,CGS-000346,no_expression_family_match,,needs_review,Tony Benson tony.d.benson.civ@us.navy.mil ONLY THE FOLLOWING LIST OF CONTRACTORS MAY SUBMIT A PROPOSAL FOR THIS PROJECT:,2026-06-26 09:36:38
PELDISC-000209,PEL-000349,CGS-000349,no_expression_family_match,,needs_review,"Report Cover Page AE Design Repair G702 and HP135 Geotechnical Engineering Report MCAS New River & MCB Camp Lejeune, North Carolina November 25, 2025",2026-06-26 09:36:38
PELDISC-000210,PEL-000350,CGS-000350,no_expression_family_match,,needs_review,"317-C Pollock Street New Bern, North Carolina 25860 Geotechnical Engineering Report AE Design Repair G702 and HP135",2026-06-26 09:36:38
PELDISC-000211,PEL-000351,CGS-000351,no_expression_family_match,,needs_review,"25-0011 BASIS OF DESIGN Final Submittal UNCLASSIFIED//FOR OFFICIAL USE ONLY Repairs BEQ HP135 MBF Architects, P.A.",2026-06-26 09:36:38
PELDISC-000212,PEL-000352,CGS-000352,no_expression_family_match,,needs_review,ACI 318-19 Building Code Requirements for Structural Concrete ACI 360R-10 Guide to Design of Slabs-on-Ground ADA/ABA Americans with Disabilities Act (ADA) and Architectural Barrier Act (ABA) Accessibility Guidelines ASCE 7-22 Minimum Design Loads for Buildings and Other Structures ASHRAE 55 - 2023 - Thermal Environmental Conditions for Human Occupancy ASHRAE 62.1 - 2019 - Ventilation for Acceptable Indoor Ai,2026-06-26 09:36:38
PELDISC-000213,PEL-000355,CGS-000355,no_expression_family_match,,needs_review,FLOOR TILE MASTIC LIGHT FIXTURE HEAT SHIELDS ROOFING SEALANTS FEB06 MATRIX ACM IDENTIFIED INCLUDES:,2026-06-26 09:36:38
PELDISC-000214,PEL-000356,CGS-000356,no_expression_family_match,,needs_review,Refer to survey findings for additional information or contact the Asbestos Program Manager.,2026-06-26 09:36:38
PELDISC-000215,PEL-000358,CGS-000358,no_expression_family_match,,needs_review,"Finish Boards within HP135 BEQ Renovation CL Marine Corps Base, Camp Lejeune, NC Structural Interior Design Package interior design Point of Contact List A&E Architect Base Architectural Supervisor John Schmied, AIA, LEED AP BD+C Cathy Martin MBF Architects Architectural Design Branch/Public 317-C Pollock Street Works Division New Bern, NC 28560 1005 Michael Road (252) 637-6373 Camp Lejeune, North Carolina schmied@mbfarchitects.com 28547 (910) 451-0394 catherine.martin@usmc.mil A&E Interior Designer Jamie Kissel, NCIDQ, CID Within Interior Design 1008 Granby Street Norfolk, VA 23510 (757) 224-0489 jkissel@withindesigns.com within HP135 BEQ Renovation CL Marine Corps Base, Camp Lejeune, NC Structural Interior Design Package interior design SID Narrative INTERIOR DESIGN CRITERIA Interior Design work will comply with the latest edition of the following codes and standards:",2026-06-26 09:36:38
PELDISC-000216,PEL-000359,CGS-000359,no_expression_family_match,,needs_review,FC 1-300-09N Navy & Marine Corps Design Requirements UFC 1-200-01 DoD Building Code UFC 3-120-01 Design:,2026-06-26 09:36:38
PELDISC-000217,PEL-000360,CGS-000360,no_expression_family_match,,needs_review,Sign Standards UFC 3-120-10 Interior Design UFC 3-190-06 Protective Coatings and Paints INTERIOR BASIS OF DESIGN This Basis of Design Narrative outlines the proposed Structural Interior Design requirements for Repairs to BEQ H,2026-06-26 09:36:38
PELDISC-000218,PEL-000361,CGS-000361,no_expression_family_match,,needs_review,30 JUNE 2004 APPENDIX D BUILDING INFORMATION CHECKLIST Use Appendix D as a checklist of required information to be entered into the real property database.,2026-06-26 09:36:38
PELDISC-000219,PEL-000362,CGS-000362,no_expression_family_match,,needs_review,Provide this information for each Real Property Facility listed on the DD Form 1354 in a format that allows easy data entry into the real property system.,2026-06-26 09:36:38
PELDISC-000220,PEL-000363,CGS-000363,no_expression_family_match,,needs_review,"Normally this information is provided by the A/E electronically, often in XML format or GIS compatible format.",2026-06-26 09:36:38
PELDISC-000221,PEL-000365,CGS-000365,no_expression_family_match,,needs_review,"02/23 PRICE AND PAYMENT PROCEDURES 01 30 00 08/25 ADMINISTRATIVE REQUIREMENTS 01 31 23.13 20 05/17, CHG 7:",2026-06-26 09:36:38
PELDISC-000222,PEL-000366,CGS-000366,no_expression_family_match,,needs_review,"08/20 SMALL PROJECT CONSTRUCTION PROGRESS SCHEDULES 01 33 00 04/22 SUBMITTAL PROCEDURES SUBMITTAL REGISTER 01 33 29 02/21 SUSTAINABILITY REQUIREMENTS AND REPORTING 01 35 26 11/20, CHG 3:",2026-06-26 09:36:38
PELDISC-000223,PEL-000367,CGS-000367,no_expression_family_match,,needs_review,02/22 GOVERNMENTAL SAFETY REQUIREMENTS 01 42 00 02/19 SOURCES FOR REFERENCE PUBLICATIONS 01 45 00 08/23 QUALITY CONTROL SCHEDULE OF FIRE PROTECTION SYSTEM INSPECTIONS 01 50 00 12/21 TEMPORARY CO,2026-06-26 09:36:38
PELDISC-000224,PEL-000368,CGS-000368,no_expression_family_match,,needs_review,"ECS Southeast, LLC (ECS) is pleased to provide MBF Architects PA with the results of the above referenced Asbestos and Lead-Paint Survey performed for the Repair BEQ HP135 project located at Marine Corps Base Camp Lejeune in Jacksonville, North Carolina.",2026-06-26 09:36:38
PELDISC-000225,PEL-000369,CGS-000369,no_expression_family_match,,needs_review,"This report summarizes our observations, analytical results, findings, and recommendations related to the work performed.",2026-06-26 09:36:38
PELDISC-000226,PEL-000370,CGS-000370,no_expression_family_match,,needs_review,The workdescribedinthisreportwasperformedbyECSingeneralaccordancewiththeScopeofServices described in ECS Proposal Number 49:50782P and the terms and conditions of the agreement authorizing those services.,2026-06-26 09:36:38
PELDISC-000227,PEL-000371,CGS-000371,no_expression_family_match,,needs_review,ECS appreciates this opportunity to provide MBF Architects PA with our services.,2026-06-26 09:36:38
PELDISC-000228,PEL-000372,CGS-000372,no_expression_family_match,,needs_review,"Dawson Jenny Clark, REM Environmental Project Manager Associate Environmental Principal bdawson@ecslimited.com jclark@ecslimited.com 910-686-9114 404-640-9257 6714 Netherlands Drive, Wilmington, North Carolina 28405 • T:910-686-9114",2026-06-26 09:36:38
PELDISC-000229,PEL-000373,CGS-000373,no_expression_family_match,,needs_review,"This is a combined synopsis/solicitation for commercial services prepared in accordance with the format in FAR Subpart 12.6, Streamlined Procedures for Evaluation and Solicitation for Commercial Products and Commercial Services as supplemented with additional information included in this notice.",2026-06-26 09:36:38
PELDISC-000230,PEL-000374,CGS-000374,no_expression_family_match,,needs_review,"This is an unrestricted requirement under NAICS Code 423930, Recyclable Materials Services.",2026-06-26 09:36:38
PELDISC-000231,PEL-000376,CGS-000376,no_expression_family_match,,needs_review,The National Archives and Records Administration (NARA) has a requirement for off-site commercial secure document destruction for various Federal Records Centers (see attachment 1).,2026-06-26 09:36:38
PELDISC-000232,PEL-000377,CGS-000377,no_expression_family_match,,needs_review,Transportation shall be Contractor provided (but contractor provided must be no cost to NARA).,2026-06-26 09:36:38
PELDISC-000233,PEL-000379,CGS-000379,no_expression_family_match,,needs_review,"Washington Counties of King and Snohomish ___ **Fringe Benefits Required Follow the Occupational Listing** OCCUPATION CODE - TITLE FOOTNOTE RATE 01000 - Administrative Support And Clerical Occupations 01011 - Accounting Clerk I 22.36 01012 - Accounting Clerk II 25.09 01013 - Accounting Clerk III 28.07 01020 - Administrative Assistant 39.00 01035 - Court Reporter 30.10 01041 - Customer Service Representative I 20.05 01042 - Customer Service Representative II 21.88 01043 - Customer Service Representative III 24.56 01051 - Data Entry Operator I 20.28 01052 - Data Entry Operator II 22.13 01060 - Dispatcher, Motor Vehicle 28.38 01070 - Document Preparation Clerk 21.80 01090 - Duplicating Machine Operator 21.80 01111 - General Clerk I 21.05 01112 - General Clerk II 22.98 01113 - General Clerk III 25.79 01120 - Housing Referr",2026-06-26 09:36:38
PELDISC-000234,PEL-000380,CGS-000380,no_expression_family_match,,needs_review,"California Counties of Riverside and San Bernardino ___ **Fringe Benefits Required Follow the Occupational Listing** OCCUPATION CODE - TITLE FOOTNOTE RATE 01000 - Administrative Support And Clerical Occupations 01011 - Accounting Clerk I 19.89 01012 - Accounting Clerk II 22.32 01013 - Accounting Clerk III 24.97 01020 - Administrative Assistant 36.74 01035 - Court Reporter 51.68 01041 - Customer Service Representative I 17.81 01042 - Customer Service Representative II 19.44 01043 - Customer Service Representative III 21.82 01051 - Data Entry Operator I 19.50 01052 - Data Entry Operator II 21.28 01060 - Dispatcher, Motor Vehicle 23.57 01070 - Document Preparation Clerk 21.55 01090 - Duplicating Machine Operator 21.55 01111 - General Clerk I 17.92 01112 - General Clerk II 19.56 01113 - General Clerk III 21.95 01120 - Hous",2026-06-26 09:36:38
