source_file,column_name,likely_type,sample_population_pct,business_asset_class,business_value,possible_products,commercial_value_score,readiness_adjusted_score,priority,sample_values
legacy_award_notices_2012_to_2022_08_prior_to_canadabuys.csv,supplierAddressLine-ligneAdresseFournisseur-fra,text,99.8,Supplier Intelligence,"Supports supplier ranking, market share, geography, and entity resolution.",Supplier Scorecards; Market Share Intelligence; Competitor Tracking,10,10,high,"Suite 200<br>50 Minthorn Blvd. | 6705 Millcreek<br>Unit 5 | 43 Auriga Drive, Suite 215 | 38 Colonnade Drive North | 106 Colonnade.<br>Suite 100 | 2055 Flavelle Blvd | 1950 Meadowvale Blvd. | 340 Albert Street<br>16th Floor, Suite 1610 | 400-260 Hearst Way | 151 Slater street<br>Suite 308"
all_canadabuys_contract_history_2023_06_01_onwards.csv,supplierAddressLine-ligneAdresseFournisseur-fra,text,98.5,Supplier Intelligence,"Supports supplier ranking, market share, geography, and entity resolution.",Supplier Scorecards; Market Share Intelligence; Competitor Tracking,10,10,high,"3714 Kinnear Place | 7613 CARDINAL ROAD | 5070 Benson Drive<br>Unit 102 | Glynitveien 15 | 100 rue du Landais | 347 King Street West | 30 Leek Crescent, Suite 301 | 117 George Street | 22 rue George-D.-Davie | 25 Rue du Marche-Champlain<br>Suite 403"
legacy_contract_history_2009_01_to_2023_05_prior_to_canadabuys.csv,supplierAddressLine-ligneAdresseFournisseur-fra,text,100.0,Supplier Intelligence,"Supports supplier ranking, market share, geography, and entity resolution.",Supplier Scorecards; Market Share Intelligence; Competitor Tracking,10,10,high,"150 Elgin Street<br>Suite 1800 | 565 Deancourt | 9 Murphy Court | 23 Père Bériault | 601 Bank Street, suite 200 | 275 Slater St<br>Suite 203, | 218 Wiltshire Ave. | 3500 Boul. de Maisonneuve West<br>2 Place Alexis Nihon, Suite 1290 | 586 windermere ave | 53 boul. St-Raymond, suite 200-A"
all_canadabuys_award_notices_2022_08_08_onwards.csv,supplierAddressPostalCode-fournisseurAdresseCodePostal,text,99.5,Supplier Intelligence,"Supports supplier ranking, market share, geography, and entity resolution.",Supplier Scorecards; Market Share Intelligence; Competitor Tracking,10,10,high,M5J 0B8 | K1R 0E1 | M4P 2H7 | H3E 1R5 | M5R 3V5 | K1P 5T8 | K2P 2P8 | K1P 1E4 | S7K 1P2 | K1P 5T8
legacy_award_notices_2012_to_2022_08_prior_to_canadabuys.csv,supplierAddressPostalCode-fournisseurAdresseCodePostal,text,99.3,Supplier Intelligence,"Supports supplier ranking, market share, geography, and entity resolution.",Supplier Scorecards; Market Share Intelligence; Competitor Tracking,10,10,high,L3T7X8 | L5N5M4 | K2E7Y8 | K2E7J6 | K2E7L6 | L5K1Z8 | L5N8L9 | K1R7Y6 | K2L3H1 | K1P5H3
all_canadabuys_contract_history_2023_06_01_onwards.csv,supplierAddressPostalCode-fournisseurAdresseCodePostal,text,98.5,Supplier Intelligence,"Supports supplier ranking, market share, geography, and entity resolution.",Supplier Scorecards; Market Share Intelligence; Competitor Tracking,10,10,high,S7P0A6 | 35898-5000 | L7L5N6 | 1400 | J7C5C9 | N5C3K6 | L4B4N4 | M5A2N4 | G6V0K4 | G1K4H2
legacy_contract_history_2009_01_to_2023_05_prior_to_canadabuys.csv,supplierAddressPostalCode-fournisseurAdresseCodePostal,text,100.0,Supplier Intelligence,"Supports supplier ranking, market share, geography, and entity resolution.",Supplier Scorecards; Market Share Intelligence; Competitor Tracking,10,10,high,K2P2P8 | K4A3G4 | K2W1B7 | J8V1N3 | K1S3T4 | K1P5H9 | M6N5G2 | H3Z3C1 | K2A2W5 | J8Y1R8
all_canadabuys_award_notices_2022_08_08_onwards.csv,supplierAddressProvince-fournisseurAdresseProvince-eng,text,99.0,Supplier Intelligence,"Supports supplier ranking, market share, geography, and entity resolution.",Supplier Scorecards; Market Share Intelligence; Competitor Tracking,10,10,high,Ontario | Ontario | Ontario | Quebec | Ontario | Ontario | Ontario | Ontario | Saskatchewan | Ontario
legacy_award_notices_2012_to_2022_08_prior_to_canadabuys.csv,supplierAddressProvince-fournisseurAdresseProvince-eng,text,88.3,Supplier Intelligence,"Supports supplier ranking, market share, geography, and entity resolution.",Supplier Scorecards; Market Share Intelligence; Competitor Tracking,10,10,high,Ontario | Ontario | Ontario | Ontario | Ontario | Ontario | Ontario | Ontario | Ontario | Ontario
all_canadabuys_contract_history_2023_06_01_onwards.csv,supplierAddressProvince-fournisseurAdresseProvince-eng,text,96.7,Supplier Intelligence,"Supports supplier ranking, market share, geography, and entity resolution.",Supplier Scorecards; Market Share Intelligence; Competitor Tracking,10,10,high,Saskatchewan | Alabama | Ontario | Quebec | Ontario | Ontario | Ontario | Quebec | Quebec | British Columbia
legacy_contract_history_2009_01_to_2023_05_prior_to_canadabuys.csv,supplierAddressProvince-fournisseurAdresseProvince-eng,text,99.8,Supplier Intelligence,"Supports supplier ranking, market share, geography, and entity resolution.",Supplier Scorecards; Market Share Intelligence; Competitor Tracking,10,10,high,Ontario | Ontario | Ontario | Quebec | Ontario | Ontario | Ontario | Quebec | Ontario | Quebec
all_canadabuys_award_notices_2022_08_08_onwards.csv,supplierAddressProvince-fournisseurAdresseProvince-fra,text,99.0,Supplier Intelligence,"Supports supplier ranking, market share, geography, and entity resolution.",Supplier Scorecards; Market Share Intelligence; Competitor Tracking,10,10,high,Ontario | Ontario | Ontario | Québec | Ontario | Ontario | Ontario | Ontario | Saskatchewan | Ontario
legacy_award_notices_2012_to_2022_08_prior_to_canadabuys.csv,supplierAddressProvince-fournisseurAdresseProvince-fra,text,88.3,Supplier Intelligence,"Supports supplier ranking, market share, geography, and entity resolution.",Supplier Scorecards; Market Share Intelligence; Competitor Tracking,10,10,high,Ontario | Ontario | Ontario | Ontario | Ontario | Ontario | Ontario | Ontario | Ontario | Ontario
all_canadabuys_contract_history_2023_06_01_onwards.csv,supplierAddressProvince-fournisseurAdresseProvince-fra,text,96.7,Supplier Intelligence,"Supports supplier ranking, market share, geography, and entity resolution.",Supplier Scorecards; Market Share Intelligence; Competitor Tracking,10,10,high,Saskatchewan | Alabama | Ontario | Quebec | Ontario | Ontario | Ontario | Quebec | Quebec | British Columbia
legacy_contract_history_2009_01_to_2023_05_prior_to_canadabuys.csv,supplierAddressProvince-fournisseurAdresseProvince-fra,text,99.8,Supplier Intelligence,"Supports supplier ranking, market share, geography, and entity resolution.",Supplier Scorecards; Market Share Intelligence; Competitor Tracking,10,10,high,Ontario | Ontario | Ontario | Quebec | Ontario | Ontario | Ontario | Quebec | Ontario | Quebec
all_canadabuys_contract_history_2023_06_01_onwards.csv,supplierEmployeeCount-fournisseurNombreEmployes-eng,text,83.6,Supplier Intelligence,"Supports supplier ranking, market share, geography, and entity resolution.",Supplier Scorecards; Market Share Intelligence; Competitor Tracking,10,10,high,50 to 99 employees | 5 to 9 employees | 1 to 4 employees | 500 to 999 employees | 50 to 99 employees | 200 to 499 employees | 50 to 99 employees | 50 to 99 employees | 500 to 999 employees | 5 to 9 employees
legacy_contract_history_2009_01_to_2023_05_prior_to_canadabuys.csv,supplierEmployeeCount-fournisseurNombreEmployes-eng,text,100.0,Supplier Intelligence,"Supports supplier ranking, market share, geography, and entity resolution.",Supplier Scorecards; Market Share Intelligence; Competitor Tracking,10,10,high,20 to 49 employees | 1 to 4 employees | 1 to 4 employees | 1 to 4 employees | 10 to 19 employees | 10 to 19 employees | 5 to 9 employees | 20 to 49 employees | 1 to 4 employees | 10 to 19 employees
all_canadabuys_contract_history_2023_06_01_onwards.csv,supplierEmployeeCount-fournisseurNombreEmployes-fra,text,83.6,Supplier Intelligence,"Supports supplier ranking, market share, geography, and entity resolution.",Supplier Scorecards; Market Share Intelligence; Competitor Tracking,10,10,high,50 à 99 employés | 5 à 9 employés | 1 à 4 employés | 500  à  999 employés | 50 à 99 employés | 200 à 499 employés | 50 à 99 employés | 50 à 99 employés | 500  à  999 employés | 5 à 9 employés
legacy_contract_history_2009_01_to_2023_05_prior_to_canadabuys.csv,supplierEmployeeCount-fournisseurNombreEmployes-fra,text,100.0,Supplier Intelligence,"Supports supplier ranking, market share, geography, and entity resolution.",Supplier Scorecards; Market Share Intelligence; Competitor Tracking,10,10,high,20 à 49 employés | 1 à 4 employés | 1 à 4 employés | 1 à 4 employés | 10 à 19 employés | 10 à 19 employés | 5 à 9 employés | 20 à 49 employés | 1 à 4 employés | 10 à 19 employés
all_canadabuys_award_notices_2022_08_08_onwards.csv,supplierLegalName-nomLegalFournisseur-eng,text,100.0,Supplier Intelligence,"Supports supplier ranking, market share, geography, and entity resolution.",Supplier Scorecards; Market Share Intelligence; Competitor Tracking,10,10,high,Cision Canada Inc. | Lightning Tree Consulting Inc. | Blended Perspectives | Oona Stock | ADAPTOVATE | Deloitte MAIN ACCOUNT | KPMG LLP | PricewaterhouseCoopers LLP - MAIN PwC NATIONAL ACCT | zu | Deloitte MAIN ACCOUNT
legacy_award_notices_2012_to_2022_08_prior_to_canadabuys.csv,supplierLegalName-nomLegalFournisseur-eng,text,100.0,Supplier Intelligence,"Supports supplier ranking, market share, geography, and entity resolution.",Supplier Scorecards; Market Share Intelligence; Competitor Tracking,10,10,high,BMC Software Canada Inc | Agilent Technologies Canada Inc. | Deep Logic Solutions Inc | International Safety Research Inc. | DONNA CONA INC. | Shaw Satellite Services Inc. | MICROSOFT CANADA INC. | IBM Canada Ltd. | Michael Wager Consulting Inc. | Innovision Consulting Inc.
all_canadabuys_contract_history_2023_06_01_onwards.csv,supplierLegalName-nomLegalFournisseur-eng,text,100.0,Supplier Intelligence,"Supports supplier ranking, market share, geography, and entity resolution.",Supplier Scorecards; Market Share Intelligence; Competitor Tracking,10,10,high,Delco Automation Inc. | UNITED STATES DEPARTMENT OF THE ARMY (USASAC) | Incite Experiential Design INC DBA RMUS Canada | NFM TECHNOLOGY AS | PMG TECHNOLOGIES INC. | IMT Partnership | Ameresco | Moriyama & Teshima Architects | Chantier Davie Canada Inc. | Bureau Veritas Marine (Canada) Inc.
legacy_contract_history_2009_01_to_2023_05_prior_to_canadabuys.csv,supplierLegalName-nomLegalFournisseur-eng,text,100.0,Supplier Intelligence,"Supports supplier ranking, market share, geography, and entity resolution.",Supplier Scorecards; Market Share Intelligence; Competitor Tracking,10,10,high,"IT/Net-Ottawa Inc. | Janique Simard-Ouellette | KOROC Consulting Inc., Isheva Inc., in JOINT VENTURE | Labelle Lise D. | LANNICK CONTRACT SOLUTIONS INC. | THE LANSDOWNE CONSULTING GROUP INC. | Isheva Inc., Ranakan Inc. in JOINT VENTURE | LCO-Construction and Management Consultants Inc. | Le Groupe Conseil Bronson Consulting Group, Inc. | Lapalme Rheault Architectes & Associés Inc."
all_canadabuys_award_notices_2022_08_08_onwards.csv,supplierLegalName-nomLegalFournisseur-fra,text,100.0,Supplier Intelligence,"Supports supplier ranking, market share, geography, and entity resolution.",Supplier Scorecards; Market Share Intelligence; Competitor Tracking,10,10,high,Cision Canada Inc. | Lightning Tree Consulting Inc. | Blended Perspectives | Oona Stock | ADAPTOVATE | Deloitte MAIN ACCOUNT | KPMG LLP | PricewaterhouseCoopers LLP - MAIN PwC NATIONAL ACCT | zu | Deloitte MAIN ACCOUNT
legacy_award_notices_2012_to_2022_08_prior_to_canadabuys.csv,supplierLegalName-nomLegalFournisseur-fra,text,100.0,Supplier Intelligence,"Supports supplier ranking, market share, geography, and entity resolution.",Supplier Scorecards; Market Share Intelligence; Competitor Tracking,10,10,high,BMC Software Canada Inc | Agilent Technologies Canada Inc. | Deep Logic Solutions Inc | International Safety Research Inc. | DONNA CONA INC. | Shaw Satellite Services Inc. | MICROSOFT CANADA INC. | IBM Canada Ltd. | Michael Wager Consulting Inc. | Innovision Consulting Inc.
all_canadabuys_contract_history_2023_06_01_onwards.csv,supplierLegalName-nomLegalFournisseur-fra,text,100.0,Supplier Intelligence,"Supports supplier ranking, market share, geography, and entity resolution.",Supplier Scorecards; Market Share Intelligence; Competitor Tracking,10,10,high,Delco Automation Inc. | UNITED STATES DEPARTMENT OF THE ARMY (USASAC) | Incite Experiential Design INC DBA RMUS Canada | NFM TECHNOLOGY AS | PMG TECHNOLOGIES INC. | IMT Partnership | Ameresco | Moriyama & Teshima Architects | Chantier Davie Canada Inc. | Bureau Veritas Marine (Canada) Inc.
legacy_contract_history_2009_01_to_2023_05_prior_to_canadabuys.csv,supplierLegalName-nomLegalFournisseur-fra,text,100.0,Supplier Intelligence,"Supports supplier ranking, market share, geography, and entity resolution.",Supplier Scorecards; Market Share Intelligence; Competitor Tracking,10,10,high,"IT/Net-Ottawa Inc. | Janique Simard-Ouellette | KOROC Consulting Inc., Isheva Inc., in JOINT VENTURE | Labelle Lise D. | LANNICK CONTRACT SOLUTIONS INC. | THE LANSDOWNE CONSULTING GROUP INC. | Isheva Inc., Ranakan Inc. in JOINT VENTURE | LCO-Construction and Management Consultants Inc. | Le Groupe Conseil Bronson Consulting Group, Inc. | Lapalme Rheault Architectes & Associés Inc."
legacy_contract_history_2009_01_to_2023_05_prior_to_canadabuys.csv,supplierOperatingName-nomCommercialFournisseur-eng,text,100.0,Supplier Intelligence,"Supports supplier ranking, market share, geography, and entity resolution.",Supplier Scorecards; Market Share Intelligence; Competitor Tracking,10,10,high,IT/Net-Ottawa Inc. | Janique Simard-Ouellette | Team KOROC/Isheva | Labelle Lise D. | LANNICK CONTRACT SOLUTIONS INC. | Lansdowne Technologies Inc. | Team Isheva/Ranakan | LCO-Construction and Management Consultants Inc. | Bronson Consulting Group | Lapalme Rheault Architectes & Associés Inc.
legacy_contract_history_2009_01_to_2023_05_prior_to_canadabuys.csv,supplierOperatingName-nomCommercialFournisseur-fra,text,100.0,Supplier Intelligence,"Supports supplier ranking, market share, geography, and entity resolution.",Supplier Scorecards; Market Share Intelligence; Competitor Tracking,10,10,high,IT/Net-Ottawa Inc. | Janique Simard-Ouellette | Team KOROC/Isheva | Labelle Lise D. | LANNICK CONTRACT SOLUTIONS INC. | Lansdowne Technologies Inc. | Team Isheva/Ranakan | LCO-Construction and Management Consultants Inc. | Bronson Consulting Group | Lapalme Rheault Architectes & Associés Inc.
legacy_contract_history_2009_01_to_2023_05_prior_to_canadabuys.csv,supplierStandardizedName-nomNormaliseFournisseur-eng,text,100.0,Supplier Intelligence,"Supports supplier ranking, market share, geography, and entity resolution.",Supplier Scorecards; Market Share Intelligence; Competitor Tracking,10,10,high,IT/NET-OTTAWA INC | JANIQUE SIMARD-OUELLETTE | TEAM KOROC/ISHEVA | LABELLE LISE D | LANNICK CONTRACT SOLUTIONS INC | LANSDOWNE TECHNOLOGIES INC | TEAM ISHEVA/RANAKAN | LCO-CONSTRUCTION AND MANAGEMENT CONSULTANTS INC | BRONSON CONSULTING GROUP | LAPALME RHEAULT ARCHITECTES & ASSOCIES INC
legacy_contract_history_2009_01_to_2023_05_prior_to_canadabuys.csv,supplierStandardizedName-nomNormaliseFournisseur-fra,text,100.0,Supplier Intelligence,"Supports supplier ranking, market share, geography, and entity resolution.",Supplier Scorecards; Market Share Intelligence; Competitor Tracking,10,10,high,IT/NET-OTTAWA INC | JANIQUE SIMARD-OUELLETTE | TEAM KOROC/ISHEVA | LABELLE LISE D | LANNICK CONTRACT SOLUTIONS INC | LANSDOWNE TECHNOLOGIES INC | TEAM ISHEVA/RANAKAN | LCO-CONSTRUCTION AND MANAGEMENT CONSULTANTS INC | BRONSON CONSULTING GROUP | LAPALME RHEAULT ARCHITECTES & ASSOCIES INC
all_canadabuys_contract_history_2023_06_01_onwards.csv,gsin-nibs,text,64.4,Category Market Intelligence,Classifies what government buys and which sectors are active.,Category Market Reports; Industry Demand Tracker; Supplier Segment Intelligence,10,9,high,*5164CJ | *AD217740 | *AD917700 | *AD917700 | *AS219652 | *AZ110140 | *B206A | *C111A | *C216A | *C216A
all_canadabuys_contract_history_2023_06_01_onwards.csv,gsinDescription-nibsDescription-eng,text,64.4,Category Market Intelligence,Classifies what government buys and which sectors are active.,Category Market Reports; Industry Demand Tracker; Supplier Segment Intelligence,10,9,high,"*Security Control Systems - Installation and Repair | *Military Logistics (Research) | *Military (R&D) | *Military (R&D) | *Vehicle Performance Measurement (Research) | *Product/Material - Design, Development, Formulation, Modification: Science and Technology Related (R&D) | *Energy Studies including Federal Buildings Initiative | *Architect/Engineer Services - Administration & Service Buildings | *Naval Architecture | *Naval Architecture"
all_canadabuys_contract_history_2023_06_01_onwards.csv,gsinDescription-nibsDescription-fra,text,64.4,Category Market Intelligence,Classifies what government buys and which sectors are active.,Category Market Reports; Industry Demand Tracker; Supplier Segment Intelligence,10,9,high,"*Systèmes de contrôle de la sécurité - installation et réparation | *Logistique militaire (Recherche) | *Domaine militaire (R&D) | *Domaine militaire (R&D) | *Mesure des performances des véhicules (Recherche) | *Produits, Matériaux - conception, mise au point, élaboration: Domaine de la Science et de la Technologie (R&D) | *Études sur l'énergie, y compris L'Initiative des bâtiments fédéraux | *Services d'architectes et d'ingénieurs - bâtiments d'administration et de service | *Architecture navale | *Architecture navale"
all_canadabuys_award_notices_2022_08_08_onwards.csv,unspsc,text,61.7,Category Market Intelligence,Classifies what government buys and which sectors are active.,Category Market Reports; Industry Demand Tracker; Supplier Segment Intelligence,10,9,high,*10100000 | *10100000 | *10100000 | *10131600 *25174400 *73161600 | *10131700 *78111501 *81170000 | *10131700 *78111501 *81171600 | *10141600 | *10152000 *10161500 *70111500 *70111501 *70111503 *70111601 | *10152000 *70111500 *70111507 | *10152000 *70111503 *70111700 *72100000 *72102905
all_canadabuys_award_notices_2022_08_08_onwards.csv,unspscDescription-eng,text,61.7,Category Market Intelligence,Classifies what government buys and which sectors are active.,Category Market Reports; Industry Demand Tracker; Supplier Segment Intelligence,10,9,high,*Live animals | *Live animals | *Live animals | *Animal containment *Vehicle interior systems *Manufacture of transport equipment | *Animal habitats *Helicopter services *Biological science services | *Animal habitats *Helicopter services *Ecological science services | *Harness goods | *Tree and shrub seeds and cuttings *Trees and shrubs *Plants and ornamental trees *Planting services or ornamental plant or bush or tree *Tr... | *Tree and shrub seeds and cuttings *Plants and ornamental trees *Removal services or ornamental plant or bush or tree | *Tree and shrub seeds and cuttings *Tree trimming services *Parks and gardens and orchards *Building and facility maintenance and repair ser...
all_canadabuys_award_notices_2022_08_08_onwards.csv,unspscDescription-fra,text,61.7,Category Market Intelligence,Classifies what government buys and which sectors are active.,Category Market Reports; Industry Demand Tracker; Supplier Segment Intelligence,10,9,high,"*Animaux vivants | *Animaux vivants | *Animaux vivants | *Confinements pour animaux *Systèmes intérieurs pour véhicules *Fabrication d'équipement de transport | *Habitats pour animaux *Services d'hélicoptère *Services scientifiques en biologie | *Habitats pour animaux *Services d'hélicoptère *Services en sciences écologiques | *Matériel pour harnais | *Semences et boutures pour arbres et arbustes *Arbres et arbustes *Plantes et arbres d'ornement *Services de plantation : plantes, buissons ... | *Semences et boutures pour arbres et arbustes *Plantes et arbres d'ornement *Services d'enlèvement : plantes, buissons et arbres d'ornement | *Semences et boutures pour arbres et arbustes *Services d'élagage des arbres *Parcs, jardins et vergers *Services de construction, maintenan..."
all_canadabuys_award_notices_2022_08_08_onwards.csv,amendmentNumber-numeroModification,numeric,100.0,Contract Amendment Intelligence,"Tracks contract changes, amendments, scope creep, and supplier expansion.",Contract Risk Monitor; Amendment Watch; Supplier Expansion Tracker,9,9,high,0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
legacy_award_notices_2012_to_2022_08_prior_to_canadabuys.csv,amendmentNumber-numeroModification,numeric,100.0,Contract Amendment Intelligence,"Tracks contract changes, amendments, scope creep, and supplier expansion.",Contract Risk Monitor; Amendment Watch; Supplier Expansion Tracker,9,9,high,0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
all_canadabuys_contract_history_2023_06_01_onwards.csv,amendmentNumber-numeroModification,numeric,100.0,Contract Amendment Intelligence,"Tracks contract changes, amendments, scope creep, and supplier expansion.",Contract Risk Monitor; Amendment Watch; Supplier Expansion Tracker,9,9,high,0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
legacy_contract_history_2009_01_to_2023_05_prior_to_canadabuys.csv,amendmentNumber-numeroModification,numeric,100.0,Contract Amendment Intelligence,"Tracks contract changes, amendments, scope creep, and supplier expansion.",Contract Risk Monitor; Amendment Watch; Supplier Expansion Tracker,9,9,high,0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
all_canadabuys_tender_notices_2022_08_08_onwards.csv,amendmentNumber-numeroModification,numeric,100.0,Contract Amendment Intelligence,"Tracks contract changes, amendments, scope creep, and supplier expansion.",Contract Risk Monitor; Amendment Watch; Supplier Expansion Tracker,9,9,high,0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
archived_2009_2022_legacy_tender_notices.csv,amendmentNumber-numeroModification,numeric,100.0,Contract Amendment Intelligence,"Tracks contract changes, amendments, scope creep, and supplier expansion.",Contract Risk Monitor; Amendment Watch; Supplier Expansion Tracker,9,9,high,0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
all_canadabuys_award_notices_2022_08_08_onwards.csv,procurementCategory-categorieApprovisionnement,text,100.0,Procurement Process Intelligence,Explains how departments buy and how competitive the process is.,Procurement Method Benchmark; Competitive Access Report; Sole Source Risk Monitor,9,9,high,*GD *SRV | *SRV | *SRV *GD | *SRV | *GD *SRV | *SRV | *SRV | *SRV | *SRV | *SRV
legacy_award_notices_2012_to_2022_08_prior_to_canadabuys.csv,procurementCategory-categorieApprovisionnement,text,100.0,Procurement Process Intelligence,Explains how departments buy and how competitive the process is.,Procurement Method Benchmark; Competitive Access Report; Sole Source Risk Monitor,9,9,high,*GD | *GD | *GD | *GD | *GD | *GD | *SRV | *SRV | *SRV | *SRV
all_canadabuys_contract_history_2023_06_01_onwards.csv,procurementCategory-categorieApprovisionnement,text,100.0,Procurement Process Intelligence,Explains how departments buy and how competitive the process is.,Procurement Method Benchmark; Competitive Access Report; Sole Source Risk Monitor,9,9,high,*CNST | *SRV | *SRV | *SRV | *SRV | *SRV | *SRV | *SRV | *SRV | *SRV
legacy_contract_history_2009_01_to_2023_05_prior_to_canadabuys.csv,procurementCategory-categorieApprovisionnement,text,100.0,Procurement Process Intelligence,Explains how departments buy and how competitive the process is.,Procurement Method Benchmark; Competitive Access Report; Sole Source Risk Monitor,9,9,high,*SRV | *SRV | *SRV | *SRV | *SRV | *SRV | *SRV | *SRV | *SRV | *SRV
all_canadabuys_tender_notices_2022_08_08_onwards.csv,procurementCategory-categorieApprovisionnement,text,99.9,Procurement Process Intelligence,Explains how departments buy and how competitive the process is.,Procurement Method Benchmark; Competitive Access Report; Sole Source Risk Monitor,9,9,high,*GD | *SRV | *CNST | *CNST | *CNST | *CNST | *CNST | *CNST | *CNST | *CNST
archived_2009_2022_legacy_tender_notices.csv,procurementCategory-categorieApprovisionnement,text,100.0,Procurement Process Intelligence,Explains how departments buy and how competitive the process is.,Procurement Method Benchmark; Competitive Access Report; Sole Source Risk Monitor,9,9,high,*CNST | *CNST | *CNST | *CNST | *CNST | *CNST | *CNST | *CNST | *CNST | *CNST
all_canadabuys_award_notices_2022_08_08_onwards.csv,procurementMethod-methodeApprovisionnement-eng,text,100.0,Procurement Process Intelligence,Explains how departments buy and how competitive the process is.,Procurement Method Benchmark; Competitive Access Report; Sole Source Risk Monitor,9,9,high,Competitive - Open bidding | Competitive - Open bidding | Competitive - Open bidding | Competitive - Open bidding | Competitive - Open bidding | Competitive - Open bidding | Competitive - Open bidding | Competitive - Open bidding | Competitive - Open bidding | Competitive - Open bidding
all_canadabuys_contract_history_2023_06_01_onwards.csv,procurementMethod-methodeApprovisionnement-eng,text,99.9,Procurement Process Intelligence,Explains how departments buy and how competitive the process is.,Procurement Method Benchmark; Competitive Access Report; Sole Source Risk Monitor,9,9,high,Competitive - Open bidding | Non-competitive | Competitive - Traditional | Competitive - Open bidding | Competitive - Open bidding | Competitive - Traditional | Competitive - Open bidding | Competitive - Open bidding | Non-competitive | Non-competitive
legacy_contract_history_2009_01_to_2023_05_prior_to_canadabuys.csv,procurementMethod-methodeApprovisionnement-eng,text,100.0,Procurement Process Intelligence,Explains how departments buy and how competitive the process is.,Procurement Method Benchmark; Competitive Access Report; Sole Source Risk Monitor,9,9,high,Competitive - Open bidding | Competitive - Open bidding | Competitive - Open bidding | Competitive - Open bidding | Competitive - Open bidding | Competitive - Open bidding | Competitive - Open bidding | Competitive - Open bidding | Competitive - Open bidding | Competitive - Open bidding
all_canadabuys_tender_notices_2022_08_08_onwards.csv,procurementMethod-methodeApprovisionnement-eng,text,100.0,Procurement Process Intelligence,Explains how departments buy and how competitive the process is.,Procurement Method Benchmark; Competitive Access Report; Sole Source Risk Monitor,9,9,high,Competitive - Open bidding | Competitive - Open bidding | Competitive - Open bidding | Competitive - Open bidding | Competitive - Open bidding | Competitive - Open bidding | Competitive - Open bidding | Competitive - Open bidding | Competitive - Open bidding | Competitive - Open bidding
archived_2009_2022_legacy_tender_notices.csv,procurementMethod-methodeApprovisionnement-eng,text,88.8,Procurement Process Intelligence,Explains how departments buy and how competitive the process is.,Procurement Method Benchmark; Competitive Access Report; Sole Source Risk Monitor,9,9,high,Competitive - Open bidding | Competitive - Open bidding | Competitive - Open bidding | Competitive - Open bidding | Competitive - Open bidding | Competitive - Open bidding | Competitive - Open bidding | Competitive - Open bidding | Competitive - Open bidding | Competitive - Open bidding
all_canadabuys_award_notices_2022_08_08_onwards.csv,procurementMethod-methodeApprovisionnement-fra,text,100.0,Procurement Process Intelligence,Explains how departments buy and how competitive the process is.,Procurement Method Benchmark; Competitive Access Report; Sole Source Risk Monitor,9,9,high,Concurrentielle - Invitation ouverte à soumissionner | Concurrentielle - Invitation ouverte à soumissionner | Concurrentielle - Invitation ouverte à soumissionner | Concurrentielle - Invitation ouverte à soumissionner | Concurrentielle - Invitation ouverte à soumissionner | Concurrentielle - Invitation ouverte à soumissionner | Concurrentielle - Invitation ouverte à soumissionner | Concurrentielle - Invitation ouverte à soumissionner | Concurrentielle - Invitation ouverte à soumissionner | Concurrentielle - Invitation ouverte à soumissionner
all_canadabuys_contract_history_2023_06_01_onwards.csv,procurementMethod-methodeApprovisionnement-fra,text,99.9,Procurement Process Intelligence,Explains how departments buy and how competitive the process is.,Procurement Method Benchmark; Competitive Access Report; Sole Source Risk Monitor,9,9,high,Concurrentielle - Invitation ouverte à soumissionner | Non concurrentielle | Concurrentielle - Traditionnelle | Concurrentielle - Invitation ouverte à soumissionner | Concurrentielle - Invitation ouverte à soumissionner | Concurrentielle - Traditionnelle | Concurrentielle - Invitation ouverte à soumissionner | Concurrentielle - Invitation ouverte à soumissionner | Non concurrentielle | Non concurrentielle
legacy_contract_history_2009_01_to_2023_05_prior_to_canadabuys.csv,procurementMethod-methodeApprovisionnement-fra,text,100.0,Procurement Process Intelligence,Explains how departments buy and how competitive the process is.,Procurement Method Benchmark; Competitive Access Report; Sole Source Risk Monitor,9,9,high,Concurrentielle - Invitation ouverte à soumissionner | Concurrentielle - Invitation ouverte à soumissionner | Concurrentielle - Invitation ouverte à soumissionner | Concurrentielle - Invitation ouverte à soumissionner | Concurrentielle - Invitation ouverte à soumissionner | Concurrentielle - Invitation ouverte à soumissionner | Concurrentielle - Invitation ouverte à soumissionner | Concurrentielle - Invitation ouverte à soumissionner | Concurrentielle - Invitation ouverte à soumissionner | Concurrentielle - Invitation ouverte à soumissionner
