alignment_id,source_type,source_id,pattern_text,frequency,quality_score,adjusted_confidence,best_registry_id,best_registry_object,best_registry_type,registry_domain,registry_similarity,token_overlap,best_domain_match,domain_similarity,alignment_decision,alignment_reason,created_at
SPRA-000117,filtered_pattern,SP-000521,corps base camp,4,8,0.46,OPR-000011,Document Forms and Tables,expression_family,Document Structure and Administrative Forms,0.245,0.0,,0.0,new_concept_candidate,no_strong_registry_alignment,2026-06-27 18:48:00
SPRA-000118,filtered_pattern,SP-000525,marine corps base camp,4,9,0.48,OPR-000011,Document Forms and Tables,expression_family,Document Structure and Administrative Forms,0.2681,0.0,,0.0,new_concept_candidate,no_strong_registry_alignment,2026-06-27 18:48:00
SPRA-000119,filtered_pattern,SP-000526,corps base camp lejeune,4,9,0.48,OPR-000003,Workforce Management,expression_family,Performance and Operations,0.2605,0.0,,0.0,new_concept_candidate,no_strong_registry_alignment,2026-06-27 18:48:00
SPRA-000120,filtered_pattern,SP-000561,method of solicitation,3,10,0.47,OPR-000009,Solicitation Metadata,expression_family,Acquisition Strategy,0.4657,0.25,,0.0,weak_alignment_review,weak_registry_overlap,2026-06-27 18:48:00
SPRA-000121,filtered_pattern,SP-000600,copies of the amendment,3,8,0.44,OPR-000022,Amendment Handling / Offer Amendment Change Procedure,expression_subfamily,Submission and Proposal Management,0.3213,0.125,,0.0,new_concept_candidate,no_strong_registry_alignment,2026-06-27 18:48:00
SPRA-000122,filtered_pattern,SP-000610,the contracting officer,3,12,0.5,OPR-000005,Contract Administration,expression_family,Delivery and Logistics,0.3348,0.0,,0.0,new_concept_candidate,no_strong_registry_alignment,2026-06-27 18:48:00
SPRA-000123,filtered_pattern,SP-000619,page of pages amendment,3,8,0.44,OPR-000022,Amendment Handling / Offer Amendment Change Procedure,expression_subfamily,Submission and Proposal Management,0.3402,0.125,,0.0,new_concept_candidate,no_strong_registry_alignment,2026-06-27 18:48:00
SPRA-000124,filtered_pattern,SP-000620,of pages amendment of,3,8,0.44,OPR-000003,Workforce Management,expression_family,Performance and Operations,0.3415,0.0,,0.0,new_concept_candidate,no_strong_registry_alignment,2026-06-27 18:48:00
SPRA-000125,filtered_pattern,SP-000621,pages amendment of solicitation,3,11,0.49,OPR-000009,Solicitation Metadata,expression_family,Acquisition Strategy,0.3831,0.2,,0.0,new_concept_candidate,no_strong_registry_alignment,2026-06-27 18:48:00
SPRA-000126,filtered_pattern,SP-000630,performance work statement pws,3,16,0.56,OPR-000008,Past Performance Administration,expression_family,Submission and Proposal Management,0.4402,0.1667,Performance and Operations,0.1667,weak_alignment_review,weak_registry_overlap,2026-06-27 18:48:00
SPRA-000127,filtered_pattern,SP-000660,award a firm fixed,3,8,0.44,OPR-000012,Labor and Local Compliance,expression_family,"Legal, Compliance, and Labor",0.2545,0.0,,0.0,new_concept_candidate,no_strong_registry_alignment,2026-06-27 18:48:00
SPRA-000128,filtered_pattern,SP-000662,solicitation to the responsible,3,8,0.44,OPR-000009,Solicitation Metadata,expression_family,Acquisition Strategy,0.4638,0.2,,0.0,weak_alignment_review,weak_registry_overlap,2026-06-27 18:48:00
SPRA-000129,filtered_pattern,SP-000663,to the responsible offeror,3,8,0.44,OPR-000017,Contractor Responsibility / Contractor Accountability and Supervision,expression_subfamily,Performance and Operations,0.271,0.0,,0.0,new_concept_candidate,no_strong_registry_alignment,2026-06-27 18:48:00
SPRA-000130,filtered_pattern,SP-000664,the responsible offeror whose,3,8,0.44,OPR-000017,Contractor Responsibility / Contractor Accountability and Supervision,expression_subfamily,Performance and Operations,0.3062,0.0,,0.0,new_concept_candidate,no_strong_registry_alignment,2026-06-27 18:48:00
SPRA-000131,filtered_pattern,SP-000680,award will be made,3,8,0.44,OPR-000003,Workforce Management,expression_family,Performance and Operations,0.2579,0.0,,0.0,new_concept_candidate,no_strong_registry_alignment,2026-06-27 18:48:00
SPRA-000132,filtered_pattern,SP-000681,source selection,3,11,0.49,OPR-000008,Past Performance Administration,expression_family,Submission and Proposal Management,0.3277,0.0,Evaluation and Source Selection,0.5,new_concept_candidate,no_strong_registry_alignment,2026-06-27 18:48:00
SPRA-000133,filtered_pattern,SP-000726,place of performance,3,12,0.5,OPR-000008,Past Performance Administration,expression_family,Submission and Proposal Management,0.4443,0.2,Performance and Operations,0.2,weak_alignment_review,weak_registry_overlap,2026-06-27 18:48:00
SPRA-000134,filtered_pattern,SP-000733,statement of work,3,12,0.5,OPR-000006,Cemetery Operations,expression_family,Performance and Operations,0.2722,0.0,,0.0,new_concept_candidate,no_strong_registry_alignment,2026-06-27 18:48:00
SPRA-000135,filtered_pattern,SP-000740,prepared in accordance with,3,8,0.44,OPR-000012,Labor and Local Compliance,expression_family,"Legal, Compliance, and Labor",0.2906,0.0,,0.0,new_concept_candidate,no_strong_registry_alignment,2026-06-27 18:48:00
SPRA-000136,filtered_pattern,SP-000749,food and drug administration,3,8,0.44,OPR-000010,Proposal Administration,expression_family,Submission and Proposal Management,0.5541,0.2,Commercial and Pricing,0.1667,weak_alignment_review,weak_registry_overlap,2026-06-27 18:48:00
SPRA-000137,filtered_pattern,SP-000760,request for information rfi,3,16,0.56,OPR-000008,Past Performance Administration,expression_family,Submission and Proposal Management,0.3138,0.0,,0.0,new_concept_candidate,no_strong_registry_alignment,2026-06-27 18:48:00
SPRA-000138,filtered_pattern,SP-000761,quote rfq,3,9,0.46,OPR-000001,Residual Discovery,expression_family,Submission and Proposal Management,0.2074,0.0,,0.0,new_concept_candidate,no_strong_registry_alignment,2026-06-27 18:48:00
SPRA-000139,filtered_pattern,SP-000809,contract administration,3,10,0.47,OPR-000005,Contract Administration,expression_family,Delivery and Logistics,1.0,1.0,,0.0,already_represented,high_similarity_to_registry_object,2026-06-27 18:48:00
SPRA-000140,filtered_pattern,SP-000822,request for proposal,3,10,0.47,OPR-000010,Proposal Administration,expression_family,Submission and Proposal Management,0.3355,0.25,Submission and Proposal Management,0.1667,new_concept_candidate,no_strong_registry_alignment,2026-06-27 18:48:00
SPRA-000141,filtered_pattern,SP-000838,chess army mil proposal,3,8,0.44,OPR-000010,Proposal Administration,expression_family,Submission and Proposal Management,0.3035,0.2,Submission and Proposal Management,0.1429,new_concept_candidate,no_strong_registry_alignment,2026-06-27 18:48:00
SPRA-000142,filtered_pattern,SP-000839,army mil proposal default,3,8,0.44,OPR-000010,Proposal Administration,expression_family,Submission and Proposal Management,0.41,0.2,Submission and Proposal Management,0.1429,weak_alignment_review,weak_registry_overlap,2026-06-27 18:48:00
SPRA-000143,filtered_pattern,SP-000840,mil proposal default index,3,8,0.44,OPR-000010,Proposal Administration,expression_family,Submission and Proposal Management,0.4029,0.2,Submission and Proposal Management,0.1429,weak_alignment_review,weak_registry_overlap,2026-06-27 18:48:00
SPRA-000144,filtered_pattern,SP-000852,quantity unit price,3,12,0.5,OPR-000005,Contract Administration,expression_family,Delivery and Logistics,0.2667,0.0,,0.0,new_concept_candidate,no_strong_registry_alignment,2026-06-27 18:48:00
SPRA-000145,filtered_pattern,SP-000868,far and dosar provisions,3,8,0.44,OPR-000012,Labor and Local Compliance,expression_family,"Legal, Compliance, and Labor",0.4069,0.1429,Commercial and Pricing,0.1667,weak_alignment_review,weak_registry_overlap,2026-06-27 18:48:00
SPRA-000146,filtered_pattern,SP-000879,the format in far,3,8,0.44,OPR-000006,Cemetery Operations,expression_family,Performance and Operations,0.35,0.0,,0.0,new_concept_candidate,no_strong_registry_alignment,2026-06-27 18:48:00
SPRA-000147,filtered_pattern,SP-000915,renovation cl marine corps,3,8,0.44,OPR-000016,Submission Communication / Email and Correspondence Instruction,expression_subfamily,Submission and Proposal Management,0.2897,0.0,,0.0,new_concept_candidate,no_strong_registry_alignment,2026-06-27 18:48:00
SPRA-000148,filtered_pattern,SP-000916,cl marine corps base,3,8,0.44,OPR-000011,Document Forms and Tables,expression_family,Document Structure and Administrative Forms,0.2489,0.0,,0.0,new_concept_candidate,no_strong_registry_alignment,2026-06-27 18:48:00
SPRA-000149,filtered_alias,SA-000007,national cemetery,17,13,0.71,OPR-000006,Cemetery Operations,expression_family,Performance and Operations,0.4111,0.3333,,0.0,weak_alignment_review,weak_registry_overlap,2026-06-27 18:48:00
SPRA-000150,filtered_alias,SA-000011,of solicitation,16,13,0.71,OPR-000009,Solicitation Metadata,expression_family,Acquisition Strategy,0.5667,0.3333,,0.0,weak_alignment_review,weak_registry_overlap,2026-06-27 18:48:00
SPRA-000151,filtered_alias,SA-000013,accounting clerk,15,10,0.64,OPR-000011,Document Forms and Tables,expression_family,Document Structure and Administrative Forms,0.2732,0.0,,0.0,new_concept_candidate,no_strong_registry_alignment,2026-06-27 18:48:00
SPRA-000152,filtered_alias,SA-000014,customer service,15,10,0.64,OPR-000006,Cemetery Operations,expression_family,Performance and Operations,0.24,0.0,,0.0,new_concept_candidate,no_strong_registry_alignment,2026-06-27 18:48:00
SPRA-000153,filtered_alias,SA-000015,service representative,15,10,0.64,OPR-000003,Workforce Management,expression_family,Performance and Operations,0.2667,0.0,,0.0,new_concept_candidate,no_strong_registry_alignment,2026-06-27 18:48:00
SPRA-000154,filtered_alias,SA-000016,customer service representative,15,11,0.66,OPR-000006,Cemetery Operations,expression_family,Performance and Operations,0.28,0.0,,0.0,new_concept_candidate,no_strong_registry_alignment,2026-06-27 18:48:00
SPRA-000155,filtered_alias,SA-000018,amendment of,13,13,0.66,OPR-000022,Amendment Handling / Offer Amendment Change Procedure,expression_subfamily,Submission and Proposal Management,0.3167,0.1667,,0.0,new_concept_candidate,no_strong_registry_alignment,2026-06-27 18:48:00
SPRA-000156,filtered_alias,SA-000019,amendment of solicitation,13,17,0.73,OPR-000009,Solicitation Metadata,expression_family,Acquisition Strategy,0.4402,0.25,,0.0,weak_alignment_review,weak_registry_overlap,2026-06-27 18:48:00
SPRA-000157,filtered_alias,SA-000024,administered by,11,13,0.63,OPR-000005,Contract Administration,expression_family,Delivery and Logistics,0.3316,0.0,,0.0,new_concept_candidate,no_strong_registry_alignment,2026-06-27 18:48:00
SPRA-000158,filtered_alias,SA-000026,interior design,11,10,0.58,OPR-000011,Document Forms and Tables,expression_family,Document Structure and Administrative Forms,0.28,0.0,,0.0,new_concept_candidate,no_strong_registry_alignment,2026-06-27 18:48:00
SPRA-000159,filtered_alias,SA-000027,data entry,11,10,0.58,OPR-000001,Residual Discovery,expression_family,Submission and Proposal Management,0.3,0.0,,0.0,new_concept_candidate,no_strong_registry_alignment,2026-06-27 18:48:00
SPRA-000160,filtered_alias,SA-000037,entry operator,10,10,0.57,OPR-000006,Cemetery Operations,expression_family,Performance and Operations,0.5091,0.0,,0.0,weak_alignment_review,weak_registry_overlap,2026-06-27 18:48:00
SPRA-000161,filtered_alias,SA-000038,general clerk,10,10,0.57,OPR-000001,Residual Discovery,expression_family,Submission and Proposal Management,0.3161,0.0,,0.0,new_concept_candidate,no_strong_registry_alignment,2026-06-27 18:48:00
SPRA-000162,filtered_alias,SA-000039,data entry operator,10,11,0.58,OPR-000006,Cemetery Operations,expression_family,Performance and Operations,0.4421,0.0,,0.0,weak_alignment_review,weak_registry_overlap,2026-06-27 18:48:00
SPRA-000163,filtered_alias,SA-000041,the offeror,9,12,0.58,OPR-000006,Cemetery Operations,expression_family,Performance and Operations,0.3267,0.0,,0.0,new_concept_candidate,no_strong_registry_alignment,2026-06-27 18:48:00
SPRA-000164,filtered_alias,SA-000047,cemetery administration,9,15,0.64,OPR-000005,Contract Administration,expression_family,Delivery and Logistics,0.6478,0.3333,,0.0,weak_alignment_review,weak_registry_overlap,2026-06-27 18:48:00
SPRA-000165,filtered_alias,SA-000048,national cemetery administration,9,16,0.65,OPR-000005,Contract Administration,expression_family,Delivery and Logistics,0.5841,0.25,,0.0,weak_alignment_review,weak_registry_overlap,2026-06-27 18:48:00
SPRA-000166,filtered_alias,SA-000051,solicitation number,8,11,0.55,OPR-000009,Solicitation Metadata,expression_family,Acquisition Strategy,0.625,0.3333,,0.0,weak_alignment_review,weak_registry_overlap,2026-06-27 18:48:00
SPRA-000167,filtered_alias,SA-000061,offerors shall,7,10,0.52,OPR-000011,Document Forms and Tables,expression_family,Document Structure and Administrative Forms,0.2513,0.0,,0.0,new_concept_candidate,no_strong_registry_alignment,2026-06-27 18:48:00
SPRA-000168,filtered_alias,SA-000062,past performance,7,10,0.52,OPR-000008,Past Performance Administration,expression_family,Submission and Proposal Management,0.774,0.6667,Performance and Operations,0.25,specialization_candidate,partial_registry_overlap,2026-06-27 18:48:00
SPRA-000169,filtered_alias,SA-000063,of solicitation number,7,11,0.54,OPR-000009,Solicitation Metadata,expression_family,Acquisition Strategy,0.5634,0.25,,0.0,weak_alignment_review,weak_registry_overlap,2026-06-27 18:48:00
SPRA-000170,filtered_alias,SA-000064,amendment of solicitation number,7,15,0.6,OPR-000009,Solicitation Metadata,expression_family,Acquisition Strategy,0.4562,0.2,,0.0,weak_alignment_review,weak_registry_overlap,2026-06-27 18:48:00
SPRA-000171,filtered_alias,SA-000073,unit price,7,15,0.6,OPR-000004,Submission Logistics,expression_family,Submission and Proposal Management,0.28,0.0,,0.0,new_concept_candidate,no_strong_registry_alignment,2026-06-27 18:48:00
SPRA-000172,filtered_alias,SA-000081,evaluation factors,6,14,0.57,OPR-000009,Solicitation Metadata,expression_family,Acquisition Strategy,0.3231,0.0,Evaluation and Source Selection,0.2,new_concept_candidate,no_strong_registry_alignment,2026-06-27 18:48:00
SPRA-000173,filtered_alias,SA-000085,of solicitation modification,6,10,0.51,OPR-000009,Solicitation Metadata,expression_family,Acquisition Strategy,0.5607,0.25,,0.0,weak_alignment_review,weak_registry_overlap,2026-06-27 18:48:00
SPRA-000174,filtered_alias,SA-000086,solicitation modification of,6,10,0.51,OPR-000009,Solicitation Metadata,expression_family,Acquisition Strategy,0.5607,0.25,,0.0,weak_alignment_review,weak_registry_overlap,2026-06-27 18:48:00
SPRA-000175,filtered_alias,SA-000088,amendment of solicitation modification,6,14,0.57,OPR-000009,Solicitation Metadata,expression_family,Acquisition Strategy,0.4634,0.2,,0.0,weak_alignment_review,weak_registry_overlap,2026-06-27 18:48:00
SPRA-000176,filtered_alias,SA-000089,of solicitation modification of,6,11,0.52,OPR-000009,Solicitation Metadata,expression_family,Acquisition Strategy,0.5327,0.25,,0.0,weak_alignment_review,weak_registry_overlap,2026-06-27 18:48:00
SPRA-000177,filtered_alias,SA-000090,solicitation modification of contract,6,11,0.52,OPR-000009,Solicitation Metadata,expression_family,Acquisition Strategy,0.4945,0.2,,0.0,weak_alignment_review,weak_registry_overlap,2026-06-27 18:48:00
SPRA-000178,filtered_alias,SA-000092,contracting officer,6,14,0.57,OPR-000005,Contract Administration,expression_family,Delivery and Logistics,0.3667,0.0,,0.0,new_concept_candidate,no_strong_registry_alignment,2026-06-27 18:48:00
SPRA-000179,filtered_alias,SA-000096,administered by if,6,10,0.51,OPR-000005,Contract Administration,expression_family,Delivery and Logistics,0.3415,0.0,,0.0,new_concept_candidate,no_strong_registry_alignment,2026-06-27 18:48:00
SPRA-000180,filtered_alias,SA-000100,administered by if other,6,11,0.52,OPR-000005,Contract Administration,expression_family,Delivery and Logistics,0.3277,0.0,,0.0,new_concept_candidate,no_strong_registry_alignment,2026-06-27 18:48:00
SPRA-000181,filtered_alias,SA-000127,table of contents,6,10,0.51,OPR-000012,Labor and Local Compliance,expression_family,"Legal, Compliance, and Labor",0.293,0.0,,0.0,new_concept_candidate,no_strong_registry_alignment,2026-06-27 18:48:00
SPRA-000182,filtered_alias,SA-000176,performance work statement,5,14,0.56,OPR-000008,Past Performance Administration,expression_family,Submission and Proposal Management,0.4775,0.2,Performance and Operations,0.2,weak_alignment_review,weak_registry_overlap,2026-06-27 18:48:00
SPRA-000183,filtered_alias,SA-000280,footnote rate 01000 administrative,5,10,0.49,OPR-000005,Contract Administration,expression_family,Delivery and Logistics,0.4421,0.0,Document Structure and Administrative Forms,0.125,weak_alignment_review,weak_registry_overlap,2026-06-27 18:48:00
SPRA-000184,filtered_alias,SA-000281,rate 01000 administrative support,5,10,0.49,OPR-000005,Contract Administration,expression_family,Delivery and Logistics,0.425,0.0,Document Structure and Administrative Forms,0.125,weak_alignment_review,weak_registry_overlap,2026-06-27 18:48:00
SPRA-000185,filtered_alias,SA-000282,01000 administrative support and,5,10,0.49,OPR-000005,Contract Administration,expression_family,Delivery and Logistics,0.3818,0.0,Document Structure and Administrative Forms,0.2857,new_concept_candidate,no_strong_registry_alignment,2026-06-27 18:48:00
SPRA-000186,filtered_alias,SA-000283,administrative support and clerical,5,10,0.49,OPR-000002,Product and Materials,expression_family,Technical Requirements,0.375,0.1667,Document Structure and Administrative Forms,0.2857,new_concept_candidate,no_strong_registry_alignment,2026-06-27 18:48:00
SPRA-000187,filtered_alias,SA-000303,proposal volume,4,12,0.51,OPR-000019,Proposal Clarification / Proposal Volume Clarification,expression_subfamily,Submission and Proposal Management,0.774,0.6667,Submission and Proposal Management,0.2,specialization_candidate,partial_registry_overlap,2026-06-27 18:48:00
SPRA-000188,filtered_alias,SA-000326,amendments of solicitations,4,11,0.49,OPR-000009,Solicitation Metadata,expression_family,Acquisition Strategy,0.35,0.0,,0.0,new_concept_candidate,no_strong_registry_alignment,2026-06-27 18:48:00
SPRA-000189,filtered_alias,SA-000339,to amendments of solicitations,4,12,0.51,OPR-000009,Solicitation Metadata,expression_family,Acquisition Strategy,0.3294,0.0,,0.0,new_concept_candidate,no_strong_registry_alignment,2026-06-27 18:48:00
SPRA-000190,filtered_alias,SA-000411,affairs national cemetery administration,4,12,0.51,OPR-000005,Contract Administration,expression_family,Delivery and Logistics,0.5044,0.2,,0.0,weak_alignment_review,weak_registry_overlap,2026-06-27 18:48:00
SPRA-000191,filtered_alias,SA-000442,request for information,4,13,0.53,OPR-000008,Past Performance Administration,expression_family,Submission and Proposal Management,0.337,0.0,,0.0,new_concept_candidate,no_strong_registry_alignment,2026-06-27 18:48:00
SPRA-000192,filtered_alias,SA-000499,payment registration,4,12,0.51,OPR-000010,Proposal Administration,expression_family,Submission and Proposal Management,0.4233,0.0,,0.0,weak_alignment_review,weak_registry_overlap,2026-06-27 18:48:00
SPRA-000193,filtered_alias,SA-000561,method of solicitation,3,10,0.46,OPR-000009,Solicitation Metadata,expression_family,Acquisition Strategy,0.4657,0.25,,0.0,weak_alignment_review,weak_registry_overlap,2026-06-27 18:48:00
SPRA-000194,filtered_alias,SA-000610,the contracting officer,3,12,0.49,OPR-000005,Contract Administration,expression_family,Delivery and Logistics,0.3348,0.0,,0.0,new_concept_candidate,no_strong_registry_alignment,2026-06-27 18:48:00
SPRA-000195,filtered_alias,SA-000621,pages amendment of solicitation,3,11,0.48,OPR-000009,Solicitation Metadata,expression_family,Acquisition Strategy,0.3831,0.2,,0.0,new_concept_candidate,no_strong_registry_alignment,2026-06-27 18:48:00
SPRA-000196,filtered_alias,SA-000630,performance work statement pws,3,16,0.56,OPR-000008,Past Performance Administration,expression_family,Submission and Proposal Management,0.4402,0.1667,Performance and Operations,0.1667,weak_alignment_review,weak_registry_overlap,2026-06-27 18:48:00
SPRA-000197,filtered_alias,SA-000681,source selection,3,11,0.48,OPR-000008,Past Performance Administration,expression_family,Submission and Proposal Management,0.3277,0.0,Evaluation and Source Selection,0.5,new_concept_candidate,no_strong_registry_alignment,2026-06-27 18:48:00
SPRA-000198,filtered_alias,SA-000726,place of performance,3,12,0.49,OPR-000008,Past Performance Administration,expression_family,Submission and Proposal Management,0.4443,0.2,Performance and Operations,0.2,weak_alignment_review,weak_registry_overlap,2026-06-27 18:48:00
SPRA-000199,filtered_alias,SA-000733,statement of work,3,12,0.49,OPR-000006,Cemetery Operations,expression_family,Performance and Operations,0.2722,0.0,,0.0,new_concept_candidate,no_strong_registry_alignment,2026-06-27 18:48:00
SPRA-000200,filtered_alias,SA-000760,request for information rfi,3,16,0.56,OPR-000008,Past Performance Administration,expression_family,Submission and Proposal Management,0.3138,0.0,,0.0,new_concept_candidate,no_strong_registry_alignment,2026-06-27 18:48:00
SPRA-000201,filtered_alias,SA-000821,request for proposal,3,10,0.46,OPR-000010,Proposal Administration,expression_family,Submission and Proposal Management,0.3355,0.25,Submission and Proposal Management,0.1667,new_concept_candidate,no_strong_registry_alignment,2026-06-27 18:48:00
SPRA-000202,filtered_alias,SA-000851,quantity unit price,3,12,0.49,OPR-000005,Contract Administration,expression_family,Delivery and Logistics,0.2667,0.0,,0.0,new_concept_candidate,no_strong_registry_alignment,2026-06-27 18:48:00
