evaluation_signal_id,atom_id,notice_id,opportunity_title,source_file,group_id,group_type,group_name,signal_type,signal_value,importance_rank,weight_hint,mandatory_context,source_context,confidence
EVAL-000053,ATOM-000029,dc7183e7aab342788a9dff786e444f8a,JSCG-P Cristobal Colon Base Life Support,dc7183e7aab342788a9dff786e444f8a_5.bin,GRP-000006,evaluation_framework,Evaluation Factors,evaluation_method,Lowest Price Technically Acceptable,1,method,yes,"Price This competitive best value selection will be conducted using the Lowest Price Technically Acceptable (LPTA) selection process in accordance with Federal Acquisition Regulation (FAR) part 13, a) Technical Capability b) Past Performance c) Price This competitive best value selection will be conducted using the Lowest Price Technically Acceptable (LPTA) selection process in accordance with Federal Acquisition Regulation (FAR) part 13, Simplified Acquisition Procedures and FAR part 12, Acquisition of Commercial Items.",0.9
EVAL-000054,ATOM-000029,dc7183e7aab342788a9dff786e444f8a,JSCG-P Cristobal Colon Base Life Support,dc7183e7aab342788a9dff786e444f8a_5.bin,GRP-000006,evaluation_framework,Evaluation Factors,evaluation_method,LPTA,1,method,yes,"Price This competitive best value selection will be conducted using the Lowest Price Technically Acceptable (LPTA) selection process in accordance with Federal Acquisition Regulation (FAR) part 13, a) Technical Capability b) Past Performance c) Price This competitive best value selection will be conducted using the Lowest Price Technically Acceptable (LPTA) selection process in accordance with Federal Acquisition Regulation (FAR) part 13, Simplified Acquisition Procedures and FAR part 12, Acquisition of Commercial Items.",0.9
EVAL-000055,ATOM-000029,dc7183e7aab342788a9dff786e444f8a,JSCG-P Cristobal Colon Base Life Support,dc7183e7aab342788a9dff786e444f8a_5.bin,GRP-000006,evaluation_framework,Evaluation Factors,evaluation_method,best value,1,method,yes,"Price This competitive best value selection will be conducted using the Lowest Price Technically Acceptable (LPTA) selection process in accordance with Federal Acquisition Regulation (FAR) part 13, a) Technical Capability b) Past Performance c) Price This competitive best value selection will be conducted using the Lowest Price Technically Acceptable (LPTA) selection process in accordance with Federal Acquisition Regulation (FAR) part 13, Simplified Acquisition Procedures and FAR part 12, Acquisition of Commercial Items.",0.9
EVAL-000056,ATOM-000029,dc7183e7aab342788a9dff786e444f8a,JSCG-P Cristobal Colon Base Life Support,dc7183e7aab342788a9dff786e444f8a_5.bin,GRP-000006,evaluation_framework,Evaluation Factors,evaluation_method,Technically Acceptable,1,method,yes,"Price This competitive best value selection will be conducted using the Lowest Price Technically Acceptable (LPTA) selection process in accordance with Federal Acquisition Regulation (FAR) part 13, a) Technical Capability b) Past Performance c) Price This competitive best value selection will be conducted using the Lowest Price Technically Acceptable (LPTA) selection process in accordance with Federal Acquisition Regulation (FAR) part 13, Simplified Acquisition Procedures and FAR part 12, Acquisition of Commercial Items.",0.9
EVAL-000057,ATOM-000029,dc7183e7aab342788a9dff786e444f8a,JSCG-P Cristobal Colon Base Life Support,dc7183e7aab342788a9dff786e444f8a_5.bin,GRP-000006,evaluation_framework,Evaluation Factors,evaluation_factor,Technical Capability,1,signal,yes,"Price This competitive best value selection will be conducted using the Lowest Price Technically Acceptable (LPTA) selection process in accordance with Federal Acquisition Regulation (FAR) part 13, a) Technical Capability b) Past Performance c) Price This competitive best value selection will be conducted using the Lowest Price Technically Acceptable (LPTA) selection process in accordance with Federal Acquisition Regulation (FAR) part 13, Simplified Acquisition Procedures and FAR part 12, Acquisition of Commercial Items.",0.75
EVAL-000058,ATOM-000029,dc7183e7aab342788a9dff786e444f8a,JSCG-P Cristobal Colon Base Life Support,dc7183e7aab342788a9dff786e444f8a_5.bin,GRP-000006,evaluation_framework,Evaluation Factors,evaluation_factor,Past Performance,1,signal,yes,"Price This competitive best value selection will be conducted using the Lowest Price Technically Acceptable (LPTA) selection process in accordance with Federal Acquisition Regulation (FAR) part 13, a) Technical Capability b) Past Performance c) Price This competitive best value selection will be conducted using the Lowest Price Technically Acceptable (LPTA) selection process in accordance with Federal Acquisition Regulation (FAR) part 13, Simplified Acquisition Procedures and FAR part 12, Acquisition of Commercial Items.",0.75
EVAL-000059,ATOM-000029,dc7183e7aab342788a9dff786e444f8a,JSCG-P Cristobal Colon Base Life Support,dc7183e7aab342788a9dff786e444f8a_5.bin,GRP-000006,evaluation_framework,Evaluation Factors,evaluation_factor,Price,1,cost_factor,yes,"Price This competitive best value selection will be conducted using the Lowest Price Technically Acceptable (LPTA) selection process in accordance with Federal Acquisition Regulation (FAR) part 13, a) Technical Capability b) Past Performance c) Price This competitive best value selection will be conducted using the Lowest Price Technically Acceptable (LPTA) selection process in accordance with Federal Acquisition Regulation (FAR) part 13, Simplified Acquisition Procedures and FAR part 12, Acquisition of Commercial Items.",0.75
EVAL-000060,ATOM-000029,dc7183e7aab342788a9dff786e444f8a,JSCG-P Cristobal Colon Base Life Support,dc7183e7aab342788a9dff786e444f8a_5.bin,GRP-000006,evaluation_framework,Evaluation Factors,scoring_rating,Acceptable,1,signal,yes,"Price This competitive best value selection will be conducted using the Lowest Price Technically Acceptable (LPTA) selection process in accordance with Federal Acquisition Regulation (FAR) part 13, a) Technical Capability b) Past Performance c) Price This competitive best value selection will be conducted using the Lowest Price Technically Acceptable (LPTA) selection process in accordance with Federal Acquisition Regulation (FAR) part 13, Simplified Acquisition Procedures and FAR part 12, Acquisition of Commercial Items.",0.75
EVAL-000061,ATOM-000030,dc7183e7aab342788a9dff786e444f8a,JSCG-P Cristobal Colon Base Life Support,dc7183e7aab342788a9dff786e444f8a_5.bin,GRP-000006,evaluation_framework,Evaluation Factors,evaluation_method,Lowest Price Technically Acceptable,1,method,yes,"ive best value selection will be conducted using the Lowest Price Technically Acceptable (LPTA) selection process in accordance with Federal Acquisition Regulation (FAR) part 13, Simpl a) Technical Capability b) Past Performance c) Price This competitive best value selection will be conducted using the Lowest Price Technically Acceptable (LPTA) selection process in accordance with Federal Acquisition Regulation (FAR) part 13, Simplified Acquisition Procedures and FAR part 12, Acquisition of Commercial Items.",0.9
EVAL-000062,ATOM-000030,dc7183e7aab342788a9dff786e444f8a,JSCG-P Cristobal Colon Base Life Support,dc7183e7aab342788a9dff786e444f8a_5.bin,GRP-000006,evaluation_framework,Evaluation Factors,evaluation_method,LPTA,1,method,yes,"ive best value selection will be conducted using the Lowest Price Technically Acceptable (LPTA) selection process in accordance with Federal Acquisition Regulation (FAR) part 13, Simpl a) Technical Capability b) Past Performance c) Price This competitive best value selection will be conducted using the Lowest Price Technically Acceptable (LPTA) selection process in accordance with Federal Acquisition Regulation (FAR) part 13, Simplified Acquisition Procedures and FAR part 12, Acquisition of Commercial Items.",0.9
EVAL-000063,ATOM-000030,dc7183e7aab342788a9dff786e444f8a,JSCG-P Cristobal Colon Base Life Support,dc7183e7aab342788a9dff786e444f8a_5.bin,GRP-000006,evaluation_framework,Evaluation Factors,evaluation_method,best value,1,method,yes,"ive best value selection will be conducted using the Lowest Price Technically Acceptable (LPTA) selection process in accordance with Federal Acquisition Regulation (FAR) part 13, Simpl a) Technical Capability b) Past Performance c) Price This competitive best value selection will be conducted using the Lowest Price Technically Acceptable (LPTA) selection process in accordance with Federal Acquisition Regulation (FAR) part 13, Simplified Acquisition Procedures and FAR part 12, Acquisition of Commercial Items.",0.9
EVAL-000064,ATOM-000030,dc7183e7aab342788a9dff786e444f8a,JSCG-P Cristobal Colon Base Life Support,dc7183e7aab342788a9dff786e444f8a_5.bin,GRP-000006,evaluation_framework,Evaluation Factors,evaluation_method,Technically Acceptable,1,method,yes,"ive best value selection will be conducted using the Lowest Price Technically Acceptable (LPTA) selection process in accordance with Federal Acquisition Regulation (FAR) part 13, Simpl a) Technical Capability b) Past Performance c) Price This competitive best value selection will be conducted using the Lowest Price Technically Acceptable (LPTA) selection process in accordance with Federal Acquisition Regulation (FAR) part 13, Simplified Acquisition Procedures and FAR part 12, Acquisition of Commercial Items.",0.9
EVAL-000065,ATOM-000030,dc7183e7aab342788a9dff786e444f8a,JSCG-P Cristobal Colon Base Life Support,dc7183e7aab342788a9dff786e444f8a_5.bin,GRP-000006,evaluation_framework,Evaluation Factors,evaluation_factor,Technical Capability,1,signal,yes,"ive best value selection will be conducted using the Lowest Price Technically Acceptable (LPTA) selection process in accordance with Federal Acquisition Regulation (FAR) part 13, Simpl a) Technical Capability b) Past Performance c) Price This competitive best value selection will be conducted using the Lowest Price Technically Acceptable (LPTA) selection process in accordance with Federal Acquisition Regulation (FAR) part 13, Simplified Acquisition Procedures and FAR part 12, Acquisition of Commercial Items.",0.75
EVAL-000066,ATOM-000030,dc7183e7aab342788a9dff786e444f8a,JSCG-P Cristobal Colon Base Life Support,dc7183e7aab342788a9dff786e444f8a_5.bin,GRP-000006,evaluation_framework,Evaluation Factors,evaluation_factor,Past Performance,1,signal,yes,"ive best value selection will be conducted using the Lowest Price Technically Acceptable (LPTA) selection process in accordance with Federal Acquisition Regulation (FAR) part 13, Simpl a) Technical Capability b) Past Performance c) Price This competitive best value selection will be conducted using the Lowest Price Technically Acceptable (LPTA) selection process in accordance with Federal Acquisition Regulation (FAR) part 13, Simplified Acquisition Procedures and FAR part 12, Acquisition of Commercial Items.",0.75
EVAL-000067,ATOM-000030,dc7183e7aab342788a9dff786e444f8a,JSCG-P Cristobal Colon Base Life Support,dc7183e7aab342788a9dff786e444f8a_5.bin,GRP-000006,evaluation_framework,Evaluation Factors,evaluation_factor,Price,1,cost_factor,yes,"ive best value selection will be conducted using the Lowest Price Technically Acceptable (LPTA) selection process in accordance with Federal Acquisition Regulation (FAR) part 13, Simpl a) Technical Capability b) Past Performance c) Price This competitive best value selection will be conducted using the Lowest Price Technically Acceptable (LPTA) selection process in accordance with Federal Acquisition Regulation (FAR) part 13, Simplified Acquisition Procedures and FAR part 12, Acquisition of Commercial Items.",0.75
EVAL-000068,ATOM-000030,dc7183e7aab342788a9dff786e444f8a,JSCG-P Cristobal Colon Base Life Support,dc7183e7aab342788a9dff786e444f8a_5.bin,GRP-000006,evaluation_framework,Evaluation Factors,scoring_rating,Acceptable,1,signal,yes,"ive best value selection will be conducted using the Lowest Price Technically Acceptable (LPTA) selection process in accordance with Federal Acquisition Regulation (FAR) part 13, Simpl a) Technical Capability b) Past Performance c) Price This competitive best value selection will be conducted using the Lowest Price Technically Acceptable (LPTA) selection process in accordance with Federal Acquisition Regulation (FAR) part 13, Simplified Acquisition Procedures and FAR part 12, Acquisition of Commercial Items.",0.75
EVAL-000069,ATOM-000031,dc7183e7aab342788a9dff786e444f8a,JSCG-P Cristobal Colon Base Life Support,dc7183e7aab342788a9dff786e444f8a_5.bin,GRP-000006,evaluation_framework,Evaluation Factors,evaluation_method,Lowest Price Technically Acceptable,1,method,yes,"Price This competitive best value selection will be conducted using the Lowest Price Technically Acceptable (LPTA) selectio a) Technical Capability b) Past Performance c) Price This competitive best value selection will be conducted using the Lowest Price Technically Acceptable (LPTA) selection process in accordance with Federal Acquisition Regulation (FAR) part 13, Simplified Acquisition Procedures and FAR part 12, Acquisition of Commercial Items.",0.9
EVAL-000070,ATOM-000031,dc7183e7aab342788a9dff786e444f8a,JSCG-P Cristobal Colon Base Life Support,dc7183e7aab342788a9dff786e444f8a_5.bin,GRP-000006,evaluation_framework,Evaluation Factors,evaluation_method,LPTA,1,method,yes,"Price This competitive best value selection will be conducted using the Lowest Price Technically Acceptable (LPTA) selectio a) Technical Capability b) Past Performance c) Price This competitive best value selection will be conducted using the Lowest Price Technically Acceptable (LPTA) selection process in accordance with Federal Acquisition Regulation (FAR) part 13, Simplified Acquisition Procedures and FAR part 12, Acquisition of Commercial Items.",0.9
EVAL-000071,ATOM-000031,dc7183e7aab342788a9dff786e444f8a,JSCG-P Cristobal Colon Base Life Support,dc7183e7aab342788a9dff786e444f8a_5.bin,GRP-000006,evaluation_framework,Evaluation Factors,evaluation_method,best value,1,method,yes,"Price This competitive best value selection will be conducted using the Lowest Price Technically Acceptable (LPTA) selectio a) Technical Capability b) Past Performance c) Price This competitive best value selection will be conducted using the Lowest Price Technically Acceptable (LPTA) selection process in accordance with Federal Acquisition Regulation (FAR) part 13, Simplified Acquisition Procedures and FAR part 12, Acquisition of Commercial Items.",0.9
EVAL-000072,ATOM-000031,dc7183e7aab342788a9dff786e444f8a,JSCG-P Cristobal Colon Base Life Support,dc7183e7aab342788a9dff786e444f8a_5.bin,GRP-000006,evaluation_framework,Evaluation Factors,evaluation_method,Technically Acceptable,1,method,yes,"Price This competitive best value selection will be conducted using the Lowest Price Technically Acceptable (LPTA) selectio a) Technical Capability b) Past Performance c) Price This competitive best value selection will be conducted using the Lowest Price Technically Acceptable (LPTA) selection process in accordance with Federal Acquisition Regulation (FAR) part 13, Simplified Acquisition Procedures and FAR part 12, Acquisition of Commercial Items.",0.9
EVAL-000073,ATOM-000031,dc7183e7aab342788a9dff786e444f8a,JSCG-P Cristobal Colon Base Life Support,dc7183e7aab342788a9dff786e444f8a_5.bin,GRP-000006,evaluation_framework,Evaluation Factors,evaluation_factor,Technical Capability,1,signal,yes,"Price This competitive best value selection will be conducted using the Lowest Price Technically Acceptable (LPTA) selectio a) Technical Capability b) Past Performance c) Price This competitive best value selection will be conducted using the Lowest Price Technically Acceptable (LPTA) selection process in accordance with Federal Acquisition Regulation (FAR) part 13, Simplified Acquisition Procedures and FAR part 12, Acquisition of Commercial Items.",0.75
EVAL-000074,ATOM-000031,dc7183e7aab342788a9dff786e444f8a,JSCG-P Cristobal Colon Base Life Support,dc7183e7aab342788a9dff786e444f8a_5.bin,GRP-000006,evaluation_framework,Evaluation Factors,evaluation_factor,Past Performance,1,signal,yes,"Price This competitive best value selection will be conducted using the Lowest Price Technically Acceptable (LPTA) selectio a) Technical Capability b) Past Performance c) Price This competitive best value selection will be conducted using the Lowest Price Technically Acceptable (LPTA) selection process in accordance with Federal Acquisition Regulation (FAR) part 13, Simplified Acquisition Procedures and FAR part 12, Acquisition of Commercial Items.",0.75
EVAL-000075,ATOM-000031,dc7183e7aab342788a9dff786e444f8a,JSCG-P Cristobal Colon Base Life Support,dc7183e7aab342788a9dff786e444f8a_5.bin,GRP-000006,evaluation_framework,Evaluation Factors,evaluation_factor,Price,1,cost_factor,yes,"Price This competitive best value selection will be conducted using the Lowest Price Technically Acceptable (LPTA) selectio a) Technical Capability b) Past Performance c) Price This competitive best value selection will be conducted using the Lowest Price Technically Acceptable (LPTA) selection process in accordance with Federal Acquisition Regulation (FAR) part 13, Simplified Acquisition Procedures and FAR part 12, Acquisition of Commercial Items.",0.75
EVAL-000076,ATOM-000031,dc7183e7aab342788a9dff786e444f8a,JSCG-P Cristobal Colon Base Life Support,dc7183e7aab342788a9dff786e444f8a_5.bin,GRP-000006,evaluation_framework,Evaluation Factors,scoring_rating,Acceptable,1,signal,yes,"Price This competitive best value selection will be conducted using the Lowest Price Technically Acceptable (LPTA) selectio a) Technical Capability b) Past Performance c) Price This competitive best value selection will be conducted using the Lowest Price Technically Acceptable (LPTA) selection process in accordance with Federal Acquisition Regulation (FAR) part 13, Simplified Acquisition Procedures and FAR part 12, Acquisition of Commercial Items.",0.75
EVAL-000077,ATOM-000032,dc7183e7aab342788a9dff786e444f8a,JSCG-P Cristobal Colon Base Life Support,dc7183e7aab342788a9dff786e444f8a_5.bin,GRP-000006,evaluation_framework,Evaluation Factors,importance_signal,paramount consideration,5,very_high,yes,"Although the technical capability factor is of paramount consideration in the award of the contract, past performance and p Although the technical capability factor is of paramount consideration in the award of the contract, past performance and price are also important to the overall contract award decision.",0.75
EVAL-000078,ATOM-000032,dc7183e7aab342788a9dff786e444f8a,JSCG-P Cristobal Colon Base Life Support,dc7183e7aab342788a9dff786e444f8a_5.bin,GRP-000006,evaluation_framework,Evaluation Factors,evaluation_factor,technical capability,1,signal,yes,"Although the technical capability factor is of paramount consideration in the award of the contract, past performance and p Although the technical capability factor is of paramount consideration in the award of the contract, past performance and price are also important to the overall contract award decision.",0.75
EVAL-000079,ATOM-000032,dc7183e7aab342788a9dff786e444f8a,JSCG-P Cristobal Colon Base Life Support,dc7183e7aab342788a9dff786e444f8a_5.bin,GRP-000006,evaluation_framework,Evaluation Factors,evaluation_factor,past performance,1,signal,yes,"Although the technical capability factor is of paramount consideration in the award of the contract, past performance and p Although the technical capability factor is of paramount consideration in the award of the contract, past performance and price are also important to the overall contract award decision.",0.75
EVAL-000080,ATOM-000032,dc7183e7aab342788a9dff786e444f8a,JSCG-P Cristobal Colon Base Life Support,dc7183e7aab342788a9dff786e444f8a_5.bin,GRP-000006,evaluation_framework,Evaluation Factors,evaluation_factor,price,1,cost_factor,yes,"Although the technical capability factor is of paramount consideration in the award of the contract, past performance and p Although the technical capability factor is of paramount consideration in the award of the contract, past performance and price are also important to the overall contract award decision.",0.75
EVAL-000081,ATOM-000032,dc7183e7aab342788a9dff786e444f8a,JSCG-P Cristobal Colon Base Life Support,dc7183e7aab342788a9dff786e444f8a_5.bin,GRP-000006,evaluation_framework,Evaluation Factors,factor_ordering,factor i,1,signal,yes,"Although the technical capability factor is of paramount consideration in the award of the contract, past performance and p Although the technical capability factor is of paramount consideration in the award of the contract, past performance and price are also important to the overall contract award decision.",0.75
EVAL-000082,ATOM-000033,dc7183e7aab342788a9dff786e444f8a,JSCG-P Cristobal Colon Base Life Support,dc7183e7aab342788a9dff786e444f8a_5.bin,GRP-000006,evaluation_framework,Evaluation Factors,importance_signal,paramount consideration,5,very_high,yes,"e technical capability factor is of paramount consideration in the award of the contract, past performance and price are also important to the overall contract award decision. Although the technical capability factor is of paramount consideration in the award of the contract, past performance and price are also important to the overall contract award decision.",0.75
EVAL-000083,ATOM-000033,dc7183e7aab342788a9dff786e444f8a,JSCG-P Cristobal Colon Base Life Support,dc7183e7aab342788a9dff786e444f8a_5.bin,GRP-000006,evaluation_framework,Evaluation Factors,evaluation_factor,technical capability,1,signal,yes,"e technical capability factor is of paramount consideration in the award of the contract, past performance and price are also important to the overall contract award decision. Although the technical capability factor is of paramount consideration in the award of the contract, past performance and price are also important to the overall contract award decision.",0.75
EVAL-000084,ATOM-000033,dc7183e7aab342788a9dff786e444f8a,JSCG-P Cristobal Colon Base Life Support,dc7183e7aab342788a9dff786e444f8a_5.bin,GRP-000006,evaluation_framework,Evaluation Factors,evaluation_factor,past performance,1,signal,yes,"e technical capability factor is of paramount consideration in the award of the contract, past performance and price are also important to the overall contract award decision. Although the technical capability factor is of paramount consideration in the award of the contract, past performance and price are also important to the overall contract award decision.",0.75
EVAL-000085,ATOM-000033,dc7183e7aab342788a9dff786e444f8a,JSCG-P Cristobal Colon Base Life Support,dc7183e7aab342788a9dff786e444f8a_5.bin,GRP-000006,evaluation_framework,Evaluation Factors,evaluation_factor,price,1,cost_factor,yes,"e technical capability factor is of paramount consideration in the award of the contract, past performance and price are also important to the overall contract award decision. Although the technical capability factor is of paramount consideration in the award of the contract, past performance and price are also important to the overall contract award decision.",0.75
EVAL-000086,ATOM-000033,dc7183e7aab342788a9dff786e444f8a,JSCG-P Cristobal Colon Base Life Support,dc7183e7aab342788a9dff786e444f8a_5.bin,GRP-000006,evaluation_framework,Evaluation Factors,factor_ordering,factor i,1,signal,yes,"e technical capability factor is of paramount consideration in the award of the contract, past performance and price are also important to the overall contract award decision. Although the technical capability factor is of paramount consideration in the award of the contract, past performance and price are also important to the overall contract award decision.",0.75
EVAL-000087,ATOM-000034,dc7183e7aab342788a9dff786e444f8a,JSCG-P Cristobal Colon Base Life Support,dc7183e7aab342788a9dff786e444f8a_5.bin,GRP-000006,evaluation_framework,Evaluation Factors,importance_signal,paramount consideration,5,very_high,yes,"y factor is of paramount consideration in the award of the contract, past performance and price are also important to the overall contract award decision. Although the technical capability factor is of paramount consideration in the award of the contract, past performance and price are also important to the overall contract award decision.",0.75
EVAL-000088,ATOM-000034,dc7183e7aab342788a9dff786e444f8a,JSCG-P Cristobal Colon Base Life Support,dc7183e7aab342788a9dff786e444f8a_5.bin,GRP-000006,evaluation_framework,Evaluation Factors,evaluation_factor,technical capability,1,signal,yes,"y factor is of paramount consideration in the award of the contract, past performance and price are also important to the overall contract award decision. Although the technical capability factor is of paramount consideration in the award of the contract, past performance and price are also important to the overall contract award decision.",0.75
EVAL-000089,ATOM-000034,dc7183e7aab342788a9dff786e444f8a,JSCG-P Cristobal Colon Base Life Support,dc7183e7aab342788a9dff786e444f8a_5.bin,GRP-000006,evaluation_framework,Evaluation Factors,evaluation_factor,past performance,1,signal,yes,"y factor is of paramount consideration in the award of the contract, past performance and price are also important to the overall contract award decision. Although the technical capability factor is of paramount consideration in the award of the contract, past performance and price are also important to the overall contract award decision.",0.75
EVAL-000090,ATOM-000034,dc7183e7aab342788a9dff786e444f8a,JSCG-P Cristobal Colon Base Life Support,dc7183e7aab342788a9dff786e444f8a_5.bin,GRP-000006,evaluation_framework,Evaluation Factors,evaluation_factor,price,1,cost_factor,yes,"y factor is of paramount consideration in the award of the contract, past performance and price are also important to the overall contract award decision. Although the technical capability factor is of paramount consideration in the award of the contract, past performance and price are also important to the overall contract award decision.",0.75
EVAL-000091,ATOM-000034,dc7183e7aab342788a9dff786e444f8a,JSCG-P Cristobal Colon Base Life Support,dc7183e7aab342788a9dff786e444f8a_5.bin,GRP-000006,evaluation_framework,Evaluation Factors,factor_ordering,factor i,1,signal,yes,"y factor is of paramount consideration in the award of the contract, past performance and price are also important to the overall contract award decision. Although the technical capability factor is of paramount consideration in the award of the contract, past performance and price are also important to the overall contract award decision.",0.75
EVAL-000092,ATOM-000035,dc7183e7aab342788a9dff786e444f8a,JSCG-P Cristobal Colon Base Life Support,dc7183e7aab342788a9dff786e444f8a_5.bin,GRP-000006,evaluation_framework,Evaluation Factors,evaluation_factor,technical capability,1,signal,yes,"tations requirements and is the lowest evaluated price with an “Acceptable” rating in the technical capability assessment. One award will be made to the offeror who is deemed responsible in accordance with FAR Part 9, whose quote conforms to the solicitations requirements and is the lowest evaluated price with an “Acceptable” rating in the technical capability assessment.",0.75
EVAL-000093,ATOM-000035,dc7183e7aab342788a9dff786e444f8a,JSCG-P Cristobal Colon Base Life Support,dc7183e7aab342788a9dff786e444f8a_5.bin,GRP-000006,evaluation_framework,Evaluation Factors,evaluation_factor,price,1,cost_factor,yes,"tations requirements and is the lowest evaluated price with an “Acceptable” rating in the technical capability assessment. One award will be made to the offeror who is deemed responsible in accordance with FAR Part 9, whose quote conforms to the solicitations requirements and is the lowest evaluated price with an “Acceptable” rating in the technical capability assessment.",0.75
EVAL-000094,ATOM-000035,dc7183e7aab342788a9dff786e444f8a,JSCG-P Cristobal Colon Base Life Support,dc7183e7aab342788a9dff786e444f8a_5.bin,GRP-000006,evaluation_framework,Evaluation Factors,scoring_rating,Acceptable,1,signal,yes,"tations requirements and is the lowest evaluated price with an “Acceptable” rating in the technical capability assessment. One award will be made to the offeror who is deemed responsible in accordance with FAR Part 9, whose quote conforms to the solicitations requirements and is the lowest evaluated price with an “Acceptable” rating in the technical capability assessment.",0.75
EVAL-000095,ATOM-000036,dc7183e7aab342788a9dff786e444f8a,JSCG-P Cristobal Colon Base Life Support,dc7183e7aab342788a9dff786e444f8a_5.bin,GRP-000006,evaluation_framework,Evaluation Factors,evaluation_factor,technical capability,1,signal,yes,"art 9, whose quote conforms to the solicitations requirements and is the lowest evaluated price with an “Acceptable” rating in the technical capability assessment. One award will be made to the offeror who is deemed responsible in accordance with FAR Part 9, whose quote conforms to the solicitations requirements and is the lowest evaluated price with an “Acceptable” rating in the technical capability assessment.",0.75
EVAL-000096,ATOM-000036,dc7183e7aab342788a9dff786e444f8a,JSCG-P Cristobal Colon Base Life Support,dc7183e7aab342788a9dff786e444f8a_5.bin,GRP-000006,evaluation_framework,Evaluation Factors,evaluation_factor,price,1,cost_factor,yes,"art 9, whose quote conforms to the solicitations requirements and is the lowest evaluated price with an “Acceptable” rating in the technical capability assessment. One award will be made to the offeror who is deemed responsible in accordance with FAR Part 9, whose quote conforms to the solicitations requirements and is the lowest evaluated price with an “Acceptable” rating in the technical capability assessment.",0.75
EVAL-000097,ATOM-000036,dc7183e7aab342788a9dff786e444f8a,JSCG-P Cristobal Colon Base Life Support,dc7183e7aab342788a9dff786e444f8a_5.bin,GRP-000006,evaluation_framework,Evaluation Factors,scoring_rating,Acceptable,1,signal,yes,"art 9, whose quote conforms to the solicitations requirements and is the lowest evaluated price with an “Acceptable” rating in the technical capability assessment. One award will be made to the offeror who is deemed responsible in accordance with FAR Part 9, whose quote conforms to the solicitations requirements and is the lowest evaluated price with an “Acceptable” rating in the technical capability assessment.",0.75
EVAL-000098,ATOM-000037,dc7183e7aab342788a9dff786e444f8a,JSCG-P Cristobal Colon Base Life Support,dc7183e7aab342788a9dff786e444f8a_5.bin,GRP-000006,evaluation_framework,Evaluation Factors,pass_fail_gate,will not receive higher ratings,1,gate,yes,Quotes that exceed the evaluation criteria will not receive higher ratings. Quotes that exceed the evaluation criteria will not receive higher ratings.,0.9
EVAL-000099,ATOM-000038,dc7183e7aab342788a9dff786e444f8a,JSCG-P Cristobal Colon Base Life Support,dc7183e7aab342788a9dff786e444f8a_5.bin,GRP-000006,evaluation_framework,Evaluation Factors,evaluation_method,LPTA,1,method,yes,The LPTA source selection process does not permit tradeoffs between price and non-price factors. The LPTA source selection process does not permit tradeoffs between price and non-price factors.,0.9
EVAL-000100,ATOM-000038,dc7183e7aab342788a9dff786e444f8a,JSCG-P Cristobal Colon Base Life Support,dc7183e7aab342788a9dff786e444f8a_5.bin,GRP-000006,evaluation_framework,Evaluation Factors,evaluation_method,tradeoff,1,method,yes,The LPTA source selection process does not permit tradeoffs between price and non-price factors. The LPTA source selection process does not permit tradeoffs between price and non-price factors.,0.9
EVAL-000101,ATOM-000038,dc7183e7aab342788a9dff786e444f8a,JSCG-P Cristobal Colon Base Life Support,dc7183e7aab342788a9dff786e444f8a_5.bin,GRP-000006,evaluation_framework,Evaluation Factors,evaluation_method,source selection,1,method,yes,The LPTA source selection process does not permit tradeoffs between price and non-price factors. The LPTA source selection process does not permit tradeoffs between price and non-price factors.,0.9
EVAL-000102,ATOM-000038,dc7183e7aab342788a9dff786e444f8a,JSCG-P Cristobal Colon Base Life Support,dc7183e7aab342788a9dff786e444f8a_5.bin,GRP-000006,evaluation_framework,Evaluation Factors,evaluation_factor,price,1,cost_factor,yes,The LPTA source selection process does not permit tradeoffs between price and non-price factors. The LPTA source selection process does not permit tradeoffs between price and non-price factors.,0.75
EVAL-000103,ATOM-000038,dc7183e7aab342788a9dff786e444f8a,JSCG-P Cristobal Colon Base Life Support,dc7183e7aab342788a9dff786e444f8a_5.bin,GRP-000006,evaluation_framework,Evaluation Factors,pass_fail_gate,does not permit tradeoffs,1,gate,yes,The LPTA source selection process does not permit tradeoffs between price and non-price factors. The LPTA source selection process does not permit tradeoffs between price and non-price factors.,0.9
EVAL-000104,ATOM-000039,dc7183e7aab342788a9dff786e444f8a,JSCG-P Cristobal Colon Base Life Support,dc7183e7aab342788a9dff786e444f8a_5.bin,GRP-000006,evaluation_framework,Evaluation Factors,evaluation_method,LPTA,1,method,yes,The LPTA source selection process does not permit tradeoffs between price and non-price factors. The LPTA source selection process does not permit tradeoffs between price and non-price factors.,0.9
EVAL-000105,ATOM-000039,dc7183e7aab342788a9dff786e444f8a,JSCG-P Cristobal Colon Base Life Support,dc7183e7aab342788a9dff786e444f8a_5.bin,GRP-000006,evaluation_framework,Evaluation Factors,evaluation_method,tradeoff,1,method,yes,The LPTA source selection process does not permit tradeoffs between price and non-price factors. The LPTA source selection process does not permit tradeoffs between price and non-price factors.,0.9
EVAL-000106,ATOM-000039,dc7183e7aab342788a9dff786e444f8a,JSCG-P Cristobal Colon Base Life Support,dc7183e7aab342788a9dff786e444f8a_5.bin,GRP-000006,evaluation_framework,Evaluation Factors,evaluation_method,source selection,1,method,yes,The LPTA source selection process does not permit tradeoffs between price and non-price factors. The LPTA source selection process does not permit tradeoffs between price and non-price factors.,0.9
