rejection_id,source_type,source_id,pattern_text,rejection_reason,frequency,quality_score,created_at
SPNR-000410,semantic_pattern,SP-000529,machine operator,low_procurement_signal_score,4,4,2026-06-27 17:34:06
SPNR-000411,semantic_pattern,SP-000530,01111 general,low_procurement_signal_score,4,4,2026-06-27 17:34:06
SPNR-000412,semantic_pattern,SP-000531,01090 duplicating machine,low_procurement_signal_score,4,5,2026-06-27 17:34:06
SPNR-000413,semantic_pattern,SP-000532,duplicating machine operator,low_procurement_signal_score,4,5,2026-06-27 17:34:06
SPNR-000414,semantic_pattern,SP-000533,01111 general clerk,low_procurement_signal_score,4,5,2026-06-27 17:34:06
SPNR-000415,semantic_pattern,SP-000534,general clerk i,low_procurement_signal_score,4,5,2026-06-27 17:34:06
SPNR-000416,semantic_pattern,SP-000535,01090 duplicating machine operator,low_procurement_signal_score,4,6,2026-06-27 17:34:06
SPNR-000417,semantic_pattern,SP-000536,01111 general clerk i,low_procurement_signal_score,4,6,2026-06-27 17:34:06
SPNR-000418,semantic_pattern,SP-000537,selective service,low_procurement_signal_score,3,3,2026-06-27 17:34:06
SPNR-000419,semantic_pattern,SP-000538,service system,low_procurement_signal_score,3,3,2026-06-27 17:34:06
SPNR-000420,semantic_pattern,SP-000539,proposal submission,low_procurement_signal_score,3,6,2026-06-27 17:34:06
SPNR-000421,semantic_pattern,SP-000540,bound volumes,low_procurement_signal_score,3,3,2026-06-27 17:34:06
SPNR-000422,semantic_pattern,SP-000541,selective service system,low_procurement_signal_score,3,4,2026-06-27 17:34:06
SPNR-000423,semantic_pattern,SP-000542,confirm whether,low_procurement_signal_score,3,3,2026-06-27 17:34:06
SPNR-000424,semantic_pattern,SP-000543,whether the,weak_bigram_without_procurement_signal,3,3,2026-06-27 17:34:06
SPNR-000425,semantic_pattern,SP-000544,please confirm whether,low_procurement_signal_score,3,4,2026-06-27 17:34:06
SPNR-000426,semantic_pattern,SP-000545,offerors shall submit,low_procurement_signal_score,3,7,2026-06-27 17:34:06
SPNR-000427,semantic_pattern,SP-000546,price proposal,low_procurement_signal_score,3,6,2026-06-27 17:34:06
SPNR-000428,semantic_pattern,SP-000547,contract documentation,low_procurement_signal_score,3,3,2026-06-27 17:34:06
SPNR-000429,semantic_pattern,SP-000548,2 evaluation,low_procurement_signal_score,3,6,2026-06-27 17:34:06
SPNR-000430,semantic_pattern,SP-000549,a separate,weak_bigram_without_procurement_signal,3,3,2026-06-27 17:34:06
SPNR-000431,semantic_pattern,SP-000550,fob destination,low_procurement_signal_score,3,6,2026-06-27 17:34:06
SPNR-000432,semantic_pattern,SP-000551,method of,weak_bigram_without_procurement_signal,3,3,2026-06-27 17:34:06
SPNR-000433,semantic_pattern,SP-000552,block is,weak_bigram_without_procurement_signal,3,3,2026-06-27 17:34:06
SPNR-000434,semantic_pattern,SP-000553,is marked,weak_bigram_without_procurement_signal,3,3,2026-06-27 17:34:06
SPNR-000435,semantic_pattern,SP-000554,marked the,weak_bigram_without_procurement_signal,3,3,2026-06-27 17:34:06
SPNR-000436,semantic_pattern,SP-000555,the defense,weak_bigram_without_procurement_signal,3,3,2026-06-27 17:34:06
SPNR-000437,semantic_pattern,SP-000556,defense priorities,low_procurement_signal_score,3,3,2026-06-27 17:34:06
SPNR-000438,semantic_pattern,SP-000557,priorities request,low_procurement_signal_score,3,3,2026-06-27 17:34:06
SPNR-000439,semantic_pattern,SP-000558,and allocations,weak_bigram_without_procurement_signal,3,3,2026-06-27 17:34:06
SPNR-000440,semantic_pattern,SP-000559,system dpas,low_procurement_signal_score,3,3,2026-06-27 17:34:06
SPNR-000441,semantic_pattern,SP-000560,issuing office,low_procurement_signal_score,3,3,2026-06-27 17:34:06
SPNR-000442,semantic_pattern,SP-000562,unless block is,low_procurement_signal_score,3,4,2026-06-27 17:34:06
SPNR-000443,semantic_pattern,SP-000563,block is marked,low_procurement_signal_score,3,4,2026-06-27 17:34:06
SPNR-000444,semantic_pattern,SP-000564,is marked the,low_procurement_signal_score,3,4,2026-06-27 17:34:06
SPNR-000445,semantic_pattern,SP-000565,marked the defense,low_procurement_signal_score,3,4,2026-06-27 17:34:06
SPNR-000446,semantic_pattern,SP-000566,the defense priorities,low_procurement_signal_score,3,4,2026-06-27 17:34:06
SPNR-000447,semantic_pattern,SP-000567,defense priorities request,low_procurement_signal_score,3,4,2026-06-27 17:34:06
SPNR-000448,semantic_pattern,SP-000568,system dpas 15,low_procurement_signal_score,3,4,2026-06-27 17:34:06
SPNR-000449,semantic_pattern,SP-000569,dpas 15 cfr,low_procurement_signal_score,3,4,2026-06-27 17:34:06
SPNR-000450,semantic_pattern,SP-000570,15 cfr 700,low_procurement_signal_score,3,4,2026-06-27 17:34:06
SPNR-000451,semantic_pattern,SP-000571,unless block is marked,low_procurement_signal_score,3,5,2026-06-27 17:34:06
SPNR-000452,semantic_pattern,SP-000572,block is marked the,low_procurement_signal_score,3,5,2026-06-27 17:34:06
SPNR-000453,semantic_pattern,SP-000573,is marked the defense,low_procurement_signal_score,3,5,2026-06-27 17:34:06
SPNR-000454,semantic_pattern,SP-000574,marked the defense priorities,low_procurement_signal_score,3,5,2026-06-27 17:34:06
SPNR-000455,semantic_pattern,SP-000575,the defense priorities request,low_procurement_signal_score,3,5,2026-06-27 17:34:06
SPNR-000456,semantic_pattern,SP-000576,system dpas 15 cfr,low_procurement_signal_score,3,5,2026-06-27 17:34:06
SPNR-000457,semantic_pattern,SP-000577,dpas 15 cfr 700,low_procurement_signal_score,3,5,2026-06-27 17:34:06
SPNR-000458,semantic_pattern,SP-000578,contract 1,low_procurement_signal_score,3,3,2026-06-27 17:34:06
SPNR-000459,semantic_pattern,SP-000579,of contract 1,low_procurement_signal_score,3,4,2026-06-27 17:34:06
SPNR-000460,semantic_pattern,SP-000580,modification of contract 1,low_procurement_signal_score,3,5,2026-06-27 17:34:06
SPNR-000461,semantic_pattern,SP-000581,by completing,weak_bigram_without_procurement_signal,3,3,2026-06-27 17:34:06
SPNR-000462,semantic_pattern,SP-000582,completing items,low_procurement_signal_score,3,3,2026-06-27 17:34:06
SPNR-000463,semantic_pattern,SP-000583,and returning,weak_bigram_without_procurement_signal,3,3,2026-06-27 17:34:06
SPNR-000464,semantic_pattern,SP-000584,the amendment,low_procurement_signal_score,3,6,2026-06-27 17:34:06
SPNR-000465,semantic_pattern,SP-000585,a by completing,low_procurement_signal_score,3,4,2026-06-27 17:34:06
SPNR-000466,semantic_pattern,SP-000586,by completing items,low_procurement_signal_score,3,4,2026-06-27 17:34:06
SPNR-000467,semantic_pattern,SP-000587,completing items 8,low_procurement_signal_score,3,4,2026-06-27 17:34:06
SPNR-000468,semantic_pattern,SP-000588,items 8 and,low_procurement_signal_score,3,4,2026-06-27 17:34:06
SPNR-000469,semantic_pattern,SP-000589,8 and 15,low_procurement_signal_score,3,4,2026-06-27 17:34:06
SPNR-000470,semantic_pattern,SP-000590,and 15 and,low_procurement_signal_score,3,4,2026-06-27 17:34:06
SPNR-000471,semantic_pattern,SP-000591,15 and returning,low_procurement_signal_score,3,4,2026-06-27 17:34:06
SPNR-000472,semantic_pattern,SP-000592,copies of the,low_procurement_signal_score,3,4,2026-06-27 17:34:06
SPNR-000473,semantic_pattern,SP-000593,of the amendment,low_procurement_signal_score,3,7,2026-06-27 17:34:06
SPNR-000474,semantic_pattern,SP-000594,a by completing items,low_procurement_signal_score,3,5,2026-06-27 17:34:06
SPNR-000475,semantic_pattern,SP-000595,by completing items 8,low_procurement_signal_score,3,5,2026-06-27 17:34:06
SPNR-000476,semantic_pattern,SP-000596,completing items 8 and,low_procurement_signal_score,3,5,2026-06-27 17:34:06
SPNR-000477,semantic_pattern,SP-000597,items 8 and 15,low_procurement_signal_score,3,5,2026-06-27 17:34:06
SPNR-000478,semantic_pattern,SP-000598,8 and 15 and,low_procurement_signal_score,3,5,2026-06-27 17:34:06
SPNR-000479,semantic_pattern,SP-000599,and 15 and returning,low_procurement_signal_score,3,5,2026-06-27 17:34:06
SPNR-000480,semantic_pattern,SP-000601,copy of the,low_procurement_signal_score,3,4,2026-06-27 17:34:06
SPNR-000481,semantic_pattern,SP-000602,a reference,weak_bigram_without_procurement_signal,3,3,2026-06-27 17:34:06
SPNR-000482,semantic_pattern,SP-000603,reference to the,low_procurement_signal_score,3,4,2026-06-27 17:34:06
SPNR-000483,semantic_pattern,SP-000604,the solicitation and,low_procurement_signal_score,3,7,2026-06-27 17:34:06
SPNR-000484,semantic_pattern,SP-000605,proposal for,low_procurement_signal_score,3,6,2026-06-27 17:34:06
SPNR-000485,semantic_pattern,SP-000606,listed below,low_procurement_signal_score,3,3,2026-06-27 17:34:06
SPNR-000486,semantic_pattern,SP-000607,the contracting,weak_bigram_without_procurement_signal,3,3,2026-06-27 17:34:06
SPNR-000487,semantic_pattern,SP-000608,contract specialist,low_procurement_signal_score,3,6,2026-06-27 17:34:06
SPNR-000488,semantic_pattern,SP-000609,must be submitted,low_procurement_signal_score,3,4,2026-06-27 17:34:06
SPNR-000489,semantic_pattern,SP-000611,you will,weak_bigram_without_procurement_signal,3,3,2026-06-27 17:34:06
SPNR-000490,semantic_pattern,SP-000612,will not be,low_procurement_signal_score,3,4,2026-06-27 17:34:06
SPNR-000491,semantic_pattern,SP-000613,pages amendment,low_procurement_signal_score,3,6,2026-06-27 17:34:06
SPNR-000492,semantic_pattern,SP-000614,code page of,low_procurement_signal_score,3,4,2026-06-27 17:34:06
SPNR-000493,semantic_pattern,SP-000615,of pages amendment,low_procurement_signal_score,3,7,2026-06-27 17:34:06
SPNR-000494,semantic_pattern,SP-000616,pages amendment of,low_procurement_signal_score,3,7,2026-06-27 17:34:06
SPNR-000495,semantic_pattern,SP-000617,id code page of,low_procurement_signal_score,3,5,2026-06-27 17:34:06
SPNR-000496,semantic_pattern,SP-000618,code page of pages,low_procurement_signal_score,3,5,2026-06-27 17:34:06
SPNR-000497,semantic_pattern,SP-000622,to change,weak_bigram_without_procurement_signal,3,3,2026-06-27 17:34:06
SPNR-000498,semantic_pattern,SP-000623,an offer,weak_bigram_without_procurement_signal,3,3,2026-06-27 17:34:06
SPNR-000499,semantic_pattern,SP-000624,which the,weak_bigram_without_procurement_signal,3,3,2026-06-27 17:34:06
SPNR-000500,semantic_pattern,SP-000625,contractor s,weak_bigram_without_procurement_signal,3,3,2026-06-27 17:34:06
SPNR-000501,semantic_pattern,SP-000626,the contractor s,low_procurement_signal_score,3,4,2026-06-27 17:34:06
SPNR-000502,semantic_pattern,SP-000627,contractor who,weak_bigram_without_procurement_signal,3,3,2026-06-27 17:34:06
SPNR-000503,semantic_pattern,SP-000628,statement pws,low_procurement_signal_score,3,6,2026-06-27 17:34:06
SPNR-000504,semantic_pattern,SP-000629,work statement pws,low_procurement_signal_score,3,7,2026-06-27 17:34:06
SPNR-000505,semantic_pattern,SP-000631,the services,all_weak_words,3,3,2026-06-27 17:34:06
SPNR-000506,semantic_pattern,SP-000632,consideration must,weak_bigram_without_procurement_signal,3,3,2026-06-27 17:34:06
SPNR-000507,semantic_pattern,SP-000633,be given,weak_bigram_without_procurement_signal,3,3,2026-06-27 17:34:06
SPNR-000508,semantic_pattern,SP-000634,must be given,low_procurement_signal_score,3,4,2026-06-27 17:34:06
SPNR-000509,semantic_pattern,SP-000635,to perform,weak_bigram_without_procurement_signal,3,3,2026-06-27 17:34:06
SPNR-000510,semantic_pattern,SP-000636,government intends,weak_bigram_without_procurement_signal,3,3,2026-06-27 17:34:06
SPNR-000511,semantic_pattern,SP-000637,contract resulting,low_procurement_signal_score,3,3,2026-06-27 17:34:06
SPNR-000512,semantic_pattern,SP-000638,resulting from,weak_bigram_without_procurement_signal,3,3,2026-06-27 17:34:06
SPNR-000513,semantic_pattern,SP-000639,from this,all_weak_words,3,3,2026-06-27 17:34:06
SPNR-000514,semantic_pattern,SP-000640,solicitation to,low_procurement_signal_score,3,6,2026-06-27 17:34:06
SPNR-000515,semantic_pattern,SP-000641,the responsible,weak_bigram_without_procurement_signal,3,3,2026-06-27 17:34:06
SPNR-000516,semantic_pattern,SP-000642,responsible offeror,low_procurement_signal_score,3,6,2026-06-27 17:34:06
SPNR-000517,semantic_pattern,SP-000643,offeror whose,low_procurement_signal_score,3,6,2026-06-27 17:34:06
SPNR-000518,semantic_pattern,SP-000644,most advantageous,low_procurement_signal_score,3,3,2026-06-27 17:34:06
SPNR-000519,semantic_pattern,SP-000645,advantageous to,weak_bigram_without_procurement_signal,3,3,2026-06-27 17:34:06
SPNR-000520,semantic_pattern,SP-000646,the government intends,low_procurement_signal_score,3,4,2026-06-27 17:34:06
SPNR-000521,semantic_pattern,SP-000647,government intends to,low_procurement_signal_score,3,4,2026-06-27 17:34:06
SPNR-000522,semantic_pattern,SP-000648,award a firm,low_procurement_signal_score,3,7,2026-06-27 17:34:06
SPNR-000523,semantic_pattern,SP-000649,contract resulting from,low_procurement_signal_score,3,4,2026-06-27 17:34:06
SPNR-000524,semantic_pattern,SP-000650,resulting from this,low_procurement_signal_score,3,4,2026-06-27 17:34:06
SPNR-000525,semantic_pattern,SP-000651,solicitation to the,low_procurement_signal_score,3,7,2026-06-27 17:34:06
SPNR-000526,semantic_pattern,SP-000652,to the responsible,low_procurement_signal_score,3,4,2026-06-27 17:34:06
SPNR-000527,semantic_pattern,SP-000653,the responsible offeror,low_procurement_signal_score,3,7,2026-06-27 17:34:06
SPNR-000528,semantic_pattern,SP-000654,responsible offeror whose,low_procurement_signal_score,3,7,2026-06-27 17:34:06
SPNR-000529,semantic_pattern,SP-000655,will be most,low_procurement_signal_score,3,4,2026-06-27 17:34:06
SPNR-000530,semantic_pattern,SP-000656,be most advantageous,low_procurement_signal_score,3,4,2026-06-27 17:34:06
SPNR-000531,semantic_pattern,SP-000657,most advantageous to,low_procurement_signal_score,3,4,2026-06-27 17:34:06
SPNR-000532,semantic_pattern,SP-000658,advantageous to the,low_procurement_signal_score,3,4,2026-06-27 17:34:06
SPNR-000533,semantic_pattern,SP-000659,the government intends to,low_procurement_signal_score,3,5,2026-06-27 17:34:06
SPNR-000534,semantic_pattern,SP-000661,contract resulting from this,low_procurement_signal_score,3,5,2026-06-27 17:34:06
SPNR-000535,semantic_pattern,SP-000665,will be most advantageous,low_procurement_signal_score,3,5,2026-06-27 17:34:06
SPNR-000536,semantic_pattern,SP-000666,be most advantageous to,low_procurement_signal_score,3,5,2026-06-27 17:34:06
SPNR-000537,semantic_pattern,SP-000667,most advantageous to the,low_procurement_signal_score,3,5,2026-06-27 17:34:06
SPNR-000538,semantic_pattern,SP-000668,advantageous to the government,low_procurement_signal_score,3,5,2026-06-27 17:34:06
SPNR-000539,semantic_pattern,SP-000669,in block,weak_bigram_without_procurement_signal,3,3,2026-06-27 17:34:06
SPNR-000540,semantic_pattern,SP-000670,of supplies,weak_bigram_without_procurement_signal,3,3,2026-06-27 17:34:06
SPNR-000541,semantic_pattern,SP-000671,schedule of supplies,low_procurement_signal_score,3,4,2026-06-27 17:34:06
SPNR-000542,semantic_pattern,SP-000672,of supplies services,low_procurement_signal_score,3,4,2026-06-27 17:34:06
SPNR-000543,semantic_pattern,SP-000673,schedule of supplies services,low_procurement_signal_score,3,5,2026-06-27 17:34:06
SPNR-000544,semantic_pattern,SP-000674,price and,weak_bigram_without_procurement_signal,3,3,2026-06-27 17:34:06
SPNR-000545,semantic_pattern,SP-000675,shall be used,low_procurement_signal_score,3,4,2026-06-27 17:34:06
SPNR-000546,semantic_pattern,SP-000676,technical capability,low_procurement_signal_score,3,6,2026-06-27 17:34:06
SPNR-000547,semantic_pattern,SP-000677,award will,low_procurement_signal_score,3,6,2026-06-27 17:34:06
SPNR-000548,semantic_pattern,SP-000678,award will be,low_procurement_signal_score,3,7,2026-06-27 17:34:06
SPNR-000549,semantic_pattern,SP-000679,will be made,low_procurement_signal_score,3,4,2026-06-27 17:34:06
SPNR-000550,semantic_pattern,SP-000682,and award,low_procurement_signal_score,3,6,2026-06-27 17:34:06
SPNR-000551,semantic_pattern,SP-000683,contract with,weak_bigram_without_procurement_signal,3,3,2026-06-27 17:34:06
SPNR-000552,semantic_pattern,SP-000684,your quote,low_procurement_signal_score,3,6,2026-06-27 17:34:06
SPNR-000553,semantic_pattern,SP-000685,to be considered,low_procurement_signal_score,3,4,2026-06-27 17:34:06
SPNR-000554,semantic_pattern,SP-000686,line item,low_procurement_signal_score,3,3,2026-06-27 17:34:06
SPNR-000555,semantic_pattern,SP-000687,one time,low_procurement_signal_score,3,3,2026-06-27 17:34:06
SPNR-000556,semantic_pattern,SP-000688,refer to,weak_bigram_without_procurement_signal,3,3,2026-06-27 17:34:06
SPNR-000557,semantic_pattern,SP-000689,network contracting,low_procurement_signal_score,3,3,2026-06-27 17:34:06
SPNR-000558,semantic_pattern,SP-000690,contracting office,low_procurement_signal_score,3,3,2026-06-27 17:34:06
SPNR-000559,semantic_pattern,SP-000691,network contracting office,low_procurement_signal_score,3,4,2026-06-27 17:34:06
SPNR-000560,semantic_pattern,SP-000692,information description,low_procurement_signal_score,3,3,2026-06-27 17:34:06
SPNR-000561,semantic_pattern,SP-000693,additional information description,low_procurement_signal_score,3,4,2026-06-27 17:34:06
SPNR-000562,semantic_pattern,SP-000694,is not a,low_procurement_signal_score,3,4,2026-06-27 17:34:06
SPNR-000563,semantic_pattern,SP-000695,the department,all_weak_words,3,3,2026-06-27 17:34:06
SPNR-000564,semantic_pattern,SP-000696,the department of,all_weak_words,3,4,2026-06-27 17:34:06
SPNR-000565,semantic_pattern,SP-000697,has a requirement,low_procurement_signal_score,3,4,2026-06-27 17:34:06
SPNR-000566,semantic_pattern,SP-000698,has a requirement for,low_procurement_signal_score,3,5,2026-06-27 17:34:06
SPNR-000567,semantic_pattern,SP-000699,request for quote,low_procurement_signal_score,3,7,2026-06-27 17:34:06
SPNR-000568,semantic_pattern,SP-000700,invitation for bid,low_procurement_signal_score,3,7,2026-06-27 17:34:06
SPNR-000569,semantic_pattern,SP-000701,can provide the,low_procurement_signal_score,3,4,2026-06-27 17:34:06
SPNR-000570,semantic_pattern,SP-000702,if the contractor,low_procurement_signal_score,3,4,2026-06-27 17:34:06
SPNR-000571,semantic_pattern,SP-000703,they are,weak_bigram_without_procurement_signal,3,3,2026-06-27 17:34:06
SPNR-000572,semantic_pattern,SP-000704,result in,weak_bigram_without_procurement_signal,3,3,2026-06-27 17:34:06
SPNR-000573,semantic_pattern,SP-000705,for the following,all_weak_words,3,4,2026-06-27 17:34:06
SPNR-000574,semantic_pattern,SP-000706,the vendor,weak_bigram_without_procurement_signal,3,3,2026-06-27 17:34:06
SPNR-000575,semantic_pattern,SP-000707,the cemetery,low_procurement_signal_score,3,6,2026-06-27 17:34:06
SPNR-000576,semantic_pattern,SP-000708,total price,low_procurement_signal_score,3,3,2026-06-27 17:34:06
SPNR-000577,semantic_pattern,SP-000709,located at,weak_bigram_without_procurement_signal,3,3,2026-06-27 17:34:06
SPNR-000578,semantic_pattern,SP-000710,performance questionnaire,low_procurement_signal_score,3,3,2026-06-27 17:34:06
SPNR-000579,semantic_pattern,SP-000711,telephone number,low_procurement_signal_score,3,3,2026-06-27 17:34:06
SPNR-000580,semantic_pattern,SP-000712,completed by,weak_bigram_without_procurement_signal,3,3,2026-06-27 17:34:06
SPNR-000581,semantic_pattern,SP-000713,description of,weak_bigram_without_procurement_signal,3,3,2026-06-27 17:34:06
SPNR-000582,semantic_pattern,SP-000714,past performance questionnaire,low_procurement_signal_score,3,7,2026-06-27 17:34:06
SPNR-000583,semantic_pattern,SP-000715,by the contractor,all_weak_words,3,4,2026-06-27 17:34:06
SPNR-000584,semantic_pattern,SP-000716,headstones and,low_procurement_signal_score,3,6,2026-06-27 17:34:06
SPNR-000585,semantic_pattern,SP-000717,service and,weak_bigram_without_procurement_signal,3,3,2026-06-27 17:34:06
SPNR-000586,semantic_pattern,SP-000718,performance of this,low_procurement_signal_score,3,4,2026-06-27 17:34:06
SPNR-000587,semantic_pattern,SP-000719,the contractor must,all_weak_words,3,4,2026-06-27 17:34:06
SPNR-000588,semantic_pattern,SP-000720,services 18434,weak_bigram_without_procurement_signal,3,3,2026-06-27 17:34:06
SPNR-000589,semantic_pattern,SP-000721,road triangle,low_procurement_signal_score,3,3,2026-06-27 17:34:06
SPNR-000590,semantic_pattern,SP-000722,place of,weak_bigram_without_procurement_signal,3,3,2026-06-27 17:34:06
SPNR-000591,semantic_pattern,SP-000723,services 18434 joplin,low_procurement_signal_score,3,4,2026-06-27 17:34:06
SPNR-000592,semantic_pattern,SP-000724,joplin road triangle,low_procurement_signal_score,3,4,2026-06-27 17:34:06
SPNR-000593,semantic_pattern,SP-000725,road triangle va,low_procurement_signal_score,3,4,2026-06-27 17:34:06
SPNR-000594,semantic_pattern,SP-000727,services 18434 joplin road,low_procurement_signal_score,3,5,2026-06-27 17:34:06
SPNR-000595,semantic_pattern,SP-000728,18434 joplin road triangle,low_procurement_signal_score,3,5,2026-06-27 17:34:06
SPNR-000596,semantic_pattern,SP-000729,joplin road triangle va,low_procurement_signal_score,3,5,2026-06-27 17:34:06
SPNR-000597,semantic_pattern,SP-000730,road triangle va 22172,low_procurement_signal_score,3,5,2026-06-27 17:34:06
SPNR-000598,semantic_pattern,SP-000731,for commercial,weak_bigram_without_procurement_signal,3,3,2026-06-27 17:34:06
SPNR-000599,semantic_pattern,SP-000732,prepared in,weak_bigram_without_procurement_signal,3,3,2026-06-27 17:34:06
SPNR-000600,semantic_pattern,SP-000734,is a combined,low_procurement_signal_score,3,4,2026-06-27 17:34:06
SPNR-000601,semantic_pattern,SP-000735,solicitation for commercial,low_procurement_signal_score,3,7,2026-06-27 17:34:06
SPNR-000602,semantic_pattern,SP-000736,prepared in accordance,low_procurement_signal_score,3,7,2026-06-27 17:34:06
SPNR-000603,semantic_pattern,SP-000737,6 as supplemented,low_procurement_signal_score,3,4,2026-06-27 17:34:06
SPNR-000604,semantic_pattern,SP-000738,this is a combined,low_procurement_signal_score,3,5,2026-06-27 17:34:06
SPNR-000605,semantic_pattern,SP-000739,is a combined synopsis,low_procurement_signal_score,3,5,2026-06-27 17:34:06
SPNR-000606,semantic_pattern,SP-000741,12 6 as supplemented,low_procurement_signal_score,3,5,2026-06-27 17:34:06
SPNR-000607,semantic_pattern,SP-000742,6 as supplemented with,low_procurement_signal_score,3,5,2026-06-27 17:34:06
SPNR-000608,semantic_pattern,SP-000743,is responsible,weak_bigram_without_procurement_signal,3,3,2026-06-27 17:34:06
SPNR-000609,semantic_pattern,SP-000744,food and,weak_bigram_without_procurement_signal,3,3,2026-06-27 17:34:06
SPNR-000610,semantic_pattern,SP-000745,and drug,weak_bigram_without_procurement_signal,3,3,2026-06-27 17:34:06
SPNR-000611,semantic_pattern,SP-000746,drug administration,low_procurement_signal_score,3,6,2026-06-27 17:34:06
SPNR-000612,semantic_pattern,SP-000747,food and drug,low_procurement_signal_score,3,4,2026-06-27 17:34:06
SPNR-000613,semantic_pattern,SP-000748,and drug administration,low_procurement_signal_score,3,7,2026-06-27 17:34:06
SPNR-000614,semantic_pattern,SP-000750,a solicitation,low_procurement_signal_score,3,6,2026-06-27 17:34:06
SPNR-000615,semantic_pattern,SP-000751,a proposal,low_procurement_signal_score,3,6,2026-06-27 17:34:06
SPNR-000616,semantic_pattern,SP-000752,submit a proposal,low_procurement_signal_score,3,7,2026-06-27 17:34:06
SPNR-000617,semantic_pattern,SP-000753,responses to,weak_bigram_without_procurement_signal,3,3,2026-06-27 17:34:06
SPNR-000618,semantic_pattern,SP-000754,responses to this,low_procurement_signal_score,3,4,2026-06-27 17:34:06
SPNR-000619,semantic_pattern,SP-000755,is issuing,weak_bigram_without_procurement_signal,3,3,2026-06-27 17:34:06
SPNR-000620,semantic_pattern,SP-000756,information rfi,low_procurement_signal_score,3,6,2026-06-27 17:34:06
SPNR-000621,semantic_pattern,SP-000757,market research,low_procurement_signal_score,3,3,2026-06-27 17:34:06
SPNR-000622,semantic_pattern,SP-000758,this request for,low_procurement_signal_score,3,4,2026-06-27 17:34:06
SPNR-000623,semantic_pattern,SP-000759,for information rfi,low_procurement_signal_score,3,7,2026-06-27 17:34:06
SPNR-000624,semantic_pattern,SP-000762,response to this,low_procurement_signal_score,3,4,2026-06-27 17:34:06
SPNR-000625,semantic_pattern,SP-000763,in response to this,low_procurement_signal_score,3,5,2026-06-27 17:34:06
SPNR-000626,semantic_pattern,SP-000764,supplies or services,low_procurement_signal_score,3,4,2026-06-27 17:34:06
SPNR-000627,semantic_pattern,SP-000765,or services and,all_weak_words,3,4,2026-06-27 17:34:06
SPNR-000628,semantic_pattern,SP-000766,sealed bid,low_procurement_signal_score,3,3,2026-06-27 17:34:06
SPNR-000629,semantic_pattern,SP-000767,negotiated rfp,low_procurement_signal_score,3,6,2026-06-27 17:34:06
SPNR-000630,semantic_pattern,SP-000768,sealed bid ifb,low_procurement_signal_score,3,7,2026-06-27 17:34:06
SPNR-000631,semantic_pattern,SP-000769,contracting services,weak_bigram_without_procurement_signal,3,3,2026-06-27 17:34:06
SPNR-000632,semantic_pattern,SP-000770,described in,weak_bigram_without_procurement_signal,3,3,2026-06-27 17:34:06
SPNR-000633,semantic_pattern,SP-000771,performance of the,low_procurement_signal_score,3,4,2026-06-27 17:34:06
SPNR-000634,semantic_pattern,SP-000772,of the work,low_procurement_signal_score,3,4,2026-06-27 17:34:06
SPNR-000635,semantic_pattern,SP-000773,performance of the work,low_procurement_signal_score,3,5,2026-06-27 17:34:06
SPNR-000636,semantic_pattern,SP-000774,that the,all_weak_words,3,3,2026-06-27 17:34:06
SPNR-000637,semantic_pattern,SP-000775,wage rate,low_procurement_signal_score,3,6,2026-06-27 17:34:06
SPNR-000638,semantic_pattern,SP-000776,may submit,weak_bigram_without_procurement_signal,3,3,2026-06-27 17:34:06
SPNR-000639,semantic_pattern,SP-000777,the national,weak_bigram_without_procurement_signal,3,3,2026-06-27 17:34:06
SPNR-000640,semantic_pattern,SP-000778,safety and,weak_bigram_without_procurement_signal,3,3,2026-06-27 17:34:06
SPNR-000641,semantic_pattern,SP-000779,osha standards,low_procurement_signal_score,3,3,2026-06-27 17:34:06
SPNR-000642,semantic_pattern,SP-000780,safe work,low_procurement_signal_score,3,3,2026-06-27 17:34:06
SPNR-000643,semantic_pattern,SP-000781,safety and health,low_procurement_signal_score,3,4,2026-06-27 17:34:06
SPNR-000644,semantic_pattern,SP-000782,the requirements,weak_bigram_without_procurement_signal,3,3,2026-06-27 17:34:06
SPNR-000645,semantic_pattern,SP-000783,shrine project,low_procurement_signal_score,3,3,2026-06-27 17:34:06
SPNR-000646,semantic_pattern,SP-000784,be required,weak_bigram_without_procurement_signal,3,3,2026-06-27 17:34:06
SPNR-000647,semantic_pattern,SP-000785,government provide,weak_bigram_without_procurement_signal,3,3,2026-06-27 17:34:06
SPNR-000648,semantic_pattern,SP-000786,injection system,low_procurement_signal_score,3,3,2026-06-27 17:34:06
SPNR-000649,semantic_pattern,SP-000787,the government provide,low_procurement_signal_score,3,4,2026-06-27 17:34:06
SPNR-000650,semantic_pattern,SP-000788,can the government provide,low_procurement_signal_score,3,5,2026-06-27 17:34:06
SPNR-000651,semantic_pattern,SP-000789,all offerors,low_procurement_signal_score,3,6,2026-06-27 17:34:06
SPNR-000652,semantic_pattern,SP-000790,you must,weak_bigram_without_procurement_signal,3,3,2026-06-27 17:34:06
SPNR-000653,semantic_pattern,SP-000791,as follows,weak_bigram_without_procurement_signal,3,3,2026-06-27 17:34:06
SPNR-000654,semantic_pattern,SP-000792,the case,weak_bigram_without_procurement_signal,3,3,2026-06-27 17:34:06
SPNR-000655,semantic_pattern,SP-000793,contract for,weak_bigram_without_procurement_signal,3,3,2026-06-27 17:34:06
